Star,RA,Dec,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP34361,106.84541666666665,-21.4575,2000,11.1,M2V:   ,17.2,0.2,-0.21,HIP34361
HIP34414,107.01749999999998,29.834444444444443,2000,8.32,G5     ,22.2,-0.16,-0.3,HIP34414
HIP34567,107.39749999999998,25.72861111111111,2000,7.09,G8V    ,24.5,-0.12,-0.18,HIP34567
HIP34782,108.01708333333332,-30.82111111111111,2000,6.1,A8III/I,47.5,-0.04,0.02,HIP34782
HIP34834,108.13999999999999,-46.759166666666665,2000,4.49,F0IV   ,21.1,-0.14,0.11,HIP34834
HIP34890,108.27958333333332,-63.344722222222224,2000,9.08,K5V    ,19.9,-0.27,0.58,HIP34890
HIP34950,108.47125,25.011111111111113,2000,8.4,K1V    ,25.1,-0.41,-0.09,HIP34950
HIP35136,108.95875,47.23972222222222,2000,5.54,G0V    ,16.8,0.03,-0.19,HIP35136
HIP35191,109.08249999999998,27.142222222222223,2000,10.8,---    ,12.3,-0.04,-0.2,HIP35191
HIP35296,109.37333333333332,-46.97916666666667,2000,6.7,K2V    ,14.7,-0.02,0.59,HIP35296
HIP35350,109.52333333333333,16.540277777777778,2000,3.58,A3V... ,28.9,-0.05,-0.04,HIP35350
HIP35550,110.03083333333332,21.98222222222222,2000,3.5,F0IV...,18.0,-0.02,-0.01,HIP35550
HIP35643,110.32291666666666,45.22805555555556,2000,5.74,A7s    ,34.4,-0.05,0.01,HIP35643
HIP35821,110.81208333333333,46.08722222222222,2000,10.5,M2     ,16.2,-0.12,-0.24,HIP35821
HIP35872,110.94624999999999,12.964444444444444,2000,8.19,G5     ,25.0,0.08,-0.43,HIP35872
HIP36046,111.43166666666666,27.798055555555557,2000,3.78,G9III+.,38.6,-0.12,-0.08,HIP36046
HIP36121,111.61083333333332,-15.770277777777778,2000,9.21,K4V    ,25.6,0.05,-0.1,HIP36121
HIP36152,111.70958333333331,21.535555555555558,2000,6.54,F6V    ,30.8,-0.31,-0.03,HIP36152
GJ273,111.85208333333333,5.225833333333333,2000,9.85,M3.5V  ,3.75,0.57,-3.69,GJ273
HIP36210,111.85624999999999,-51.402499999999996,2000,6.72,G5IV-V ,22.5,-0.29,0.0,HIP36210
HIP36349,112.21416666666666,-30.246666666666666,2000,9.96,M1V:e..,15.5,-0.13,-0.13,HIP36349
HIP36357,112.25749999999998,31.99361111111111,2000,7.73,K2V    ,17.5,0.16,0.17,HIP36357
HIP36366,112.27791666666666,31.784444444444446,2000,4.16,F0V... ,18.4,0.16,0.19,HIP36366
HIP36393,112.33499999999998,28.118055555555557,2000,5.07,A4V    ,50.0,-0.03,-0.05,HIP36393
HIP36399,112.35666666666665,-7.551111111111111,2000,5.86,F8V    ,27.8,0.05,0.13,HIP36399
HIP36439,112.48333333333332,49.67222222222222,2000,5.35,F6V    ,19.9,0.11,-0.08,HIP36439
HIP36515,112.67708333333331,-37.33916666666667,2000,6.66,G3V    ,21.7,-0.09,0.05,HIP36515
HIP36551,112.78208333333332,14.613888888888889,2000,8.94,K5     ,21.2,0.07,-0.29,HIP36551
HIP36627,112.98874999999998,36.22972222222222,2000,11.8,M4     ,11.4,-0.26,-0.25,HIP36627
HIP36704,113.25249999999998,37.02972222222222,2000,7.68,G5     ,19.6,-0.05,0.01,HIP36704
HIP36817,113.57749999999999,-23.473611111111108,2000,5.06,F6V    ,29.0,-0.09,0.0,HIP36817
HIP36827,113.60916666666664,-6.8966666666666665,2000,8.16,K2V    ,24.8,-0.08,-0.04,HIP36827
HIP36850,113.64958333333331,31.888055555555557,2000,1.58,A2Vm   ,15.8,-0.21,-0.15,HIP36850
HIP36915,113.84124999999999,54.849722222222226,2000,11.3,M0     ,13.1,-0.12,0.02,HIP36915
HIP36927,113.86166666666665,-52.442499999999995,2000,8.78,K3IV-V ,25.2,-0.11,0.26,HIP36927
HIP36985,114.02958333333332,-3.1105555555555555,2000,9.87,---    ,14.3,0.04,-0.25,HIP36985
HIP37217,114.6708333333333,-21.224444444444444,2000,11.6,M2     ,10.8,0.45,-0.47,HIP37217
GJ280,114.82541666666665,5.224722222222223,2000,0.37,F5IV   ,3.5,-0.72,-1.04,GJ280
HIP37288,114.84583333333333,2.183611111111111,2000,9.66,M0     ,14.8,-0.15,-0.25,HIP37288
HIP37349,114.99708333333332,-3.5975,2000,7.18,K2V    ,14.1,0.07,-0.28,HIP37349
HIP37494,115.43791666666665,49.221944444444446,2000,9.73,K4     ,26.7,-0.06,0.0,HIP37494
HIP37629,115.82791666666665,28.883333333333333,2000,4.23,K1III S,37.4,0.06,-0.23,HIP37629
HIP37766,116.16749999999999,3.552222222222222,2000,11.1,M4.5Ve ,5.93,-0.34,-0.45,HIP37766
HIP37826,116.32874999999999,28.02611111111111,2000,1.16,K0IIIva,10.3,-0.63,-0.05,HIP37826
HIP37853,116.39583333333331,-34.17222222222222,2000,5.36,G0V    ,15.1,-0.22,1.72,HIP37853
HIP38048,116.98624999999998,-12.1925,2000,5.48,F5+... ,30.2,-0.1,0.08,HIP38048
HIP38082,117.06833333333331,20.368055555555557,2000,11.4,M2     ,14.1,1.45,-0.99,HIP38082
HIP38117,117.16499999999999,53.64833333333333,2000,8.86,K4V    ,26.2,-0.12,-0.53,HIP38117
HIP38228,117.47958333333332,27.363055555555558,2000,6.9,G5IV   ,21.8,-0.01,-0.01,HIP38228
HIP38325,117.77374999999998,54.12916666666667,2000,6.03,F6V    ,30.0,-0.04,0.05,HIP38325
HIP38382,117.94291666666665,-13.897777777777778,2000,5.16,G2V    ,16.6,-0.07,-0.34,HIP38382
HIP38423,118.06541666666665,-34.70527777777778,2000,5.01,F3/F5V ,18.0,-0.2,0.24,HIP38423
HIP38594,118.54541666666665,-25.303055555555556,2000,9.75,M      ,19.5,-0.3,0.2,HIP38594
HIP38625,118.6425,-1.412222222222222,2000,7.43,G8V    ,19.2,-0.25,-0.06,HIP38625
HIP38657,118.72541666666666,19.23611111111111,2000,7.76,K2     ,19.9,0.09,-0.45,HIP38657
HIP38712,118.88083333333333,8.862777777777778,2000,5.86,F2IV   ,38.1,-0.01,-0.09,HIP38712
HIP38784,119.07166666666666,80.26527777777778,2000,6.55,G8V    ,17.0,-0.48,0.09,HIP38784
HIP38908,119.44541666666665,-60.30305555555555,2000,5.59,G2V... ,16.1,0.52,0.12,HIP38908
HIP38910,119.45208333333332,-33.95194444444445,2000,8.83,K5V    ,18.3,0.14,0.3,HIP38910
HIP38931,119.49083333333333,-0.8141666666666667,2000,8.05,K5V    ,17.4,-0.16,0.0,HIP38931
HIP38939,119.51833333333332,-25.62638888888889,2000,8.42,K3V    ,18.2,0.36,-0.25,HIP38939
HIP38956,119.55291666666665,41.30361111111111,2000,12.0,M4V    ,8.16,0.21,-0.69,HIP38956
HIP39064,119.89124999999999,20.843888888888888,2000,7.68,K0V    ,23.1,0.18,-0.54,HIP39064
HIP39157,120.13374999999998,29.21222222222222,2000,6.97,G8V    ,16.8,-0.17,-1.16,HIP39157
HIP39342,120.62999999999998,-66.02083333333333,2000,7.18,K1V    ,17.2,-0.16,-0.13,HIP39342
HIP39494,121.0945833333333,43.961666666666666,2000,9.83,M0     ,25.3,0.15,-0.02,HIP39494
HIP39826,122.05499999999996,21.105,2000,9.41,M:     ,17.1,-0.3,-0.35,HIP39826
HIP39896,122.23499999999997,32.819722222222225,2000,9.9,M0.5V:e,20.7,-0.03,-0.22,HIP39896
HIP39903,122.25291666666665,-61.30222222222222,2000,4.74,F5V    ,21.3,-0.16,-0.3,HIP39903
HIP40035,122.66583333333331,-13.799166666666666,2000,5.53,F7V    ,22.4,-0.25,0.06,HIP40035
HIP40118,122.91083333333333,32.456944444444446,2000,6.78,G4V    ,21.7,-0.46,-0.64,HIP40118
HIP40239,123.28541666666666,-13.916944444444443,2000,9.38,M0V    ,21.6,-0.19,-0.51,HIP40239
HIP40375,123.64958333333331,13.022777777777778,2000,8.79,K5     ,18.3,-0.42,0.1,HIP40375
HIP40438,123.85499999999998,-52.06027777777778,2000,6.63,G1V    ,27.0,-0.01,-0.06,HIP40438
HIP40501,124.03333333333333,1.3025,2000,10.0,---    ,9.15,-0.38,0.06,HIP40501
HIP40671,124.545,30.600555555555555,2000,8.82,K4V    ,22.5,-0.28,-0.82,HIP40671
HIP40693,124.59958333333333,-12.631944444444445,2000,5.95,K0V    ,12.5,0.28,-0.99,HIP40693
HIP40702,124.63166666666667,-76.91944444444445,2000,4.05,F5III  ,19.4,0.11,0.11,HIP40702
HIP40706,124.63874999999999,-36.659166666666664,2000,4.44,A4m... ,28.5,-0.11,0.1,HIP40706
HIP40774,124.8295833333333,1.338611111111111,2000,8.35,G5     ,23.3,-0.16,-0.05,HIP40774
HIP40843,125.01625,27.217499999999998,2000,5.13,F6V    ,18.1,-0.02,-0.38,HIP40843
HIP40875,125.10875,57.74305555555556,2000,5.89,F4V    ,31.6,0.06,0.01,HIP40875
HIP40910,125.23041666666667,14.071111111111112,2000,9.75,M0     ,23.4,-0.08,-0.26,HIP40910
HIP41130,125.87874999999998,21.849166666666665,2000,9.52,M0     ,27.0,0.3,-0.24,HIP41130
HIP41211,126.14583333333333,-3.7511111111111113,2000,5.61,F3V    ,27.2,-0.21,-0.03,HIP41211
HIP41307,126.41499999999996,-3.906388888888889,2000,3.91,A0V    ,38.3,-0.07,-0.02,HIP41307
HIP41312,126.43416666666664,-66.13666666666667,2000,3.77,K2IIIva,33.1,-0.04,-0.15,HIP41312
HIP41484,126.9033333333333,45.65277777777778,2000,6.32,G5V    ,21.7,-0.02,-0.35,HIP41484
GJ1111,127.45624999999997,26.776944444444442,2000,14.9,M6.0V  ,3.62,-1.14,-0.6,GJ1111
HIP41689,127.4845833333333,61.72555555555556,2000,10.2,M0     ,19.1,0.53,-0.72,HIP41689
HIP41926,128.2145833333333,-31.500833333333333,2000,6.38,K0V    ,12.1,-1.11,0.76,HIP41926
HIP42074,128.63166666666666,-0.7258333333333333,2000,7.32,G5     ,21.7,-0.19,0.02,HIP42074
HIP42080,128.65041666666664,65.14500000000001,2000,5.47,A2m    ,48.4,-0.05,-0.04,HIP42080
HIP42172,128.96249999999998,6.62,2000,5.91,F8V    ,26.5,-0.13,-0.13,HIP42172
HIP42173,128.96375,6.622777777777778,2000,7.25,G5V    ,23.4,-0.12,-0.13,HIP42173
HIP42220,129.10625,67.295,2000,9.28,M2     ,13.8,-1.07,0.07,HIP42220
HIP42333,129.4595833333333,-6.806666666666667,2000,6.74,G0     ,23.6,-0.3,0.04,HIP42333
HIP42418,129.7508333333333,6.955277777777778,2000,7.9,K0     ,25.4,-0.09,-0.29,HIP42418
HIP42438,129.79874999999998,65.02083333333333,2000,5.63,G1.5Vb ,14.2,-0.03,0.09,HIP42438
HIP42499,129.96166666666664,11.5225,2000,7.61,K1V    ,18.5,-0.11,-0.5,HIP42499
HIP42697,130.53124999999997,-42.92916666666667,2000,8.11,K2V    ,22.3,-0.27,-0.09,HIP42697
HIP42748,130.68541666666664,9.556666666666667,2000,9.62,M0     ,13.3,0.22,-0.63,HIP42748
HIP42762,130.71749999999997,9.553055555555556,2000,11.8,M5     ,15.4,0.22,-0.62,HIP42762
HIP42806,130.82125,21.46833333333333,2000,4.66,A1IV   ,48.5,-0.11,-0.04,HIP42806
HIP42808,130.825,-38.882222222222225,2000,6.58,K2V    ,11.1,-0.3,0.34,HIP42808
HIP42913,131.1758333333333,-54.70861111111111,2000,1.93,A1V    ,24.4,0.03,-0.1,HIP42913
HIP42940,131.29333333333332,41.67166666666667,2000,8.52,K3V    ,25.9,-0.28,-0.65,HIP42940
HIP43233,132.10916666666668,6.468333333333334,2000,10.3,M0     ,25.8,0.21,-0.44,HIP43233
HIP43534,133.00124999999997,66.13138888888888,2000,9.26,K5     ,16.4,0.09,0.1,HIP43534
HIP43557,133.06833333333333,8.062777777777779,2000,6.57,G0     ,24.1,0.15,-0.24,HIP43557
HIP43587,133.14916666666667,28.330555555555556,2000,5.96,G8V    ,12.5,-0.49,-0.23,HIP43587
HIP43667,133.44708333333332,35.221944444444446,2000,9.27,M0V:   ,25.8,-0.2,-0.29,HIP43667
HIP43726,133.57458333333332,-5.434444444444445,2000,6.01,G3V    ,17.0,-0.41,0.03,HIP43726
HIP43790,133.78166666666664,1.5463888888888888,2000,9.99,M1     ,20.0,0.05,-1.04,HIP43790
HIP43797,133.79916666666662,-54.96555555555556,2000,5.7,F6V    ,24.1,0.02,-0.09,HIP43797
HIP43852,133.9820833333333,36.19611111111111,2000,7.69,G5     ,26.1,-0.02,-0.01,HIP43852
HIP43970,134.3120833333333,15.3225,2000,5.22,A5III  ,49.0,0.06,0.02,HIP43970
HIP44001,134.39666666666665,15.581111111111111,2000,5.68,F0IV   ,49.2,0.06,0.02,HIP44001
HIP44072,134.65916666666664,20.546666666666667,2000,9.22,M0     ,20.6,0.66,-0.17,HIP44072
HIP44075,134.68291666666667,-16.1325,2000,5.8,F7/F8IV,21.3,0.24,0.21,HIP44075
HIP44127,134.8020833333333,48.041666666666664,2000,3.12,A7IV   ,14.6,-0.44,-0.22,HIP44127
HIP44143,134.85083333333333,-59.08361111111111,2000,5.17,F3V    ,26.1,-0.17,0.28,HIP44143
HIP44248,135.16,41.782777777777774,2000,3.96,F5V    ,16.4,-0.49,-0.22,HIP44248
HIP44295,135.32291666666666,15.265555555555556,2000,8.67,M0V:p..,18.3,-0.13,-0.32,HIP44295
HIP44382,135.61166666666665,-66.39583333333334,2000,4.0,Am     ,38.1,0.0,-0.1,HIP44382
HIP44722,136.68874999999997,-8.806666666666667,2000,9.5,M0     ,14.5,-0.31,0.21,HIP44722
HIP44897,137.21291666666664,33.88194444444444,2000,5.95,F9V    ,19.1,-0.19,-0.12,HIP44897
HIP44899,137.2170833333333,-34.8425,2000,10.3,K7V    ,22.3,0.24,-0.25,HIP44899
HIP44901,137.21791666666664,51.60444444444445,2000,4.46,Am     ,29.3,-0.14,-0.03,HIP44901
HIP44955,137.3775,32.81916666666667,2000,9.96,M2     ,21.1,-0.33,-0.63,HIP44955
HIP44984,137.4433333333333,11.564166666666667,2000,6.48,F2p    ,37.6,-0.04,-0.06,HIP44984
HIP45038,137.59791666666666,67.13388888888889,2000,4.8,F7IV-V ,20.4,0.01,-0.09,HIP45038
HIP45075,137.7295833333333,63.51361111111111,2000,4.67,Am     ,37.3,0.1,-0.06,HIP45075
HIP45170,138.0733333333333,14.995833333333332,2000,6.49,G9V    ,20.4,-0.52,0.25,HIP45170
HIP45336,138.59124999999997,2.3141666666666665,2000,3.89,B9.5V  ,39.4,0.11,-0.31,HIP45336
HIP45343,138.59499999999997,52.686388888888885,2000,7.64,M0V    ,6.18,-1.53,-0.56,HIP45343
HIP120005,138.60291666666663,52.68611111111111,2000,7.7,K2     ,6.27,-1.55,-0.66,HIP120005
HIP45383,138.72374999999997,4.442777777777778,2000,7.91,K0     ,18.4,-0.11,0.0,HIP45383
HIP45493,139.04708333333335,54.02166666666667,2000,4.8,A5V    ,36.2,0.05,0.06,HIP45493
HIP45617,139.47291666666666,28.560277777777777,2000,7.2,K3V    ,17.5,0.05,-0.51,HIP45617
HIP45637,139.53708333333333,-57.76861111111111,2000,9.52,K7V    ,23.4,-0.09,0.47,HIP45637
HIP45688,139.71083333333334,36.802499999999995,2000,3.82,A1V    ,37.3,-0.03,-0.12,HIP45688
HIP45836,140.1825,51.26583333333333,2000,6.14,F3V    ,29.0,-0.03,0.15,HIP45836
HIP45839,140.1845833333333,-5.753888888888889,2000,9.1,K2     ,24.1,-0.36,-0.12,HIP45839
HIP45908,140.40666666666664,-60.28194444444444,2000,9.49,M0V    ,10.4,-0.84,0.18,HIP45908
HIP45963,140.60791666666665,40.200833333333335,2000,7.69,K2V    ,24.2,-0.34,-0.36,HIP45963
HIP46199,141.295,46.09805555555556,2000,9.09,K0     ,25.7,-0.23,0.02,HIP46199
HIP46343,141.72124999999997,75.93416666666667,2000,9.02,K2     ,20.0,-0.35,-0.1,HIP46343
HIP46417,141.98416666666665,80.58,2000,9.27,K8     ,22.9,0.01,-0.44,HIP46417
HIP46509,142.2870833333333,-2.7688888888888887,2000,4.59,F6V    ,17.0,0.1,0.0,HIP46509
HIP46549,142.39583333333331,-5.3725,2000,9.74,M0:    ,23.5,-0.48,0.03,HIP46549
HIP46580,142.4783333333333,5.655,2000,7.2,K3V    ,12.6,-0.5,0.11,HIP46580
HIP46626,142.6170833333333,-32.10333333333333,2000,8.31,K3/K4V ,19.3,-0.07,0.32,HIP46626
HIP46651,142.67499999999998,-40.46666666666667,2000,3.6,F2IV   ,18.5,-0.15,0.05,HIP46651
HIP46706,142.83083333333335,-13.48861111111111,2000,10.0,M2     ,10.5,0.72,0.05,HIP46706
HIP46733,142.88208333333333,63.06166666666666,2000,3.65,F0IV   ,23.1,0.11,0.03,HIP46733
HIP46769,142.98458333333332,36.32,2000,10.1,M0     ,13.5,-0.21,-0.52,HIP46769
HIP46816,143.10666666666665,-11.184444444444445,2000,7.82,K0     ,18.3,-0.25,0.04,HIP46816
HIP46843,143.1825,26.988333333333333,2000,7.05,K0     ,17.7,-0.15,-0.25,HIP46843
HIP46853,143.21416666666664,51.67722222222222,2000,3.17,F6IV   ,13.4,-0.95,-0.54,HIP46853
HIP47080,143.91458333333333,35.809999999999995,2000,5.4,G8IV-V ,11.1,-0.73,-0.26,HIP47080
HIP47103,144.00666666666663,-21.660555555555554,2000,10.9,K      ,8.97,0.14,-0.99,HIP47103
HIP47175,144.20624999999998,-49.355000000000004,2000,4.34,A5V    ,32.9,-0.13,0.04,HIP47175
HIP47201,144.29708333333332,22.69388888888889,2000,9.43,M0V:   ,21.9,-0.15,-0.18,HIP47201
HIP47300,144.5908333333333,40.23972222222222,2000,5.28,F0V    ,38.3,-0.01,0.01,HIP47300
HIP47425,144.9433333333333,-41.0675,2000,10.7,M:     ,9.49,-0.53,0.36,HIP47425
HIP47513,145.29333333333332,13.209444444444443,2000,10.3,M2     ,11.3,-0.66,-0.14,HIP47513
HIP47592,145.55999999999997,-23.915555555555553,2000,4.93,G0V    ,14.8,-0.4,0.26,HIP47592
HIP47690,145.85708333333332,42.69138888888889,2000,8.13,K5V    ,17.7,0.03,-0.83,HIP47690
HIP47701,145.88875,29.974444444444444,2000,5.64,A2IV   ,48.8,-0.02,-0.1,HIP47701
HIP47741,145.98166666666665,26.968888888888888,2000,12.0,M:     ,14.1,-0.58,-0.1,HIP47741
HIP47780,146.12416666666664,-45.77638888888889,2000,10.2,M1:    ,9.81,-0.47,-0.59,HIP47780
HIP48331,147.7795833333333,-43.50277777777778,2000,7.67,K5V    ,11.1,0.46,-0.47,HIP48331
HIP48336,147.78999999999996,-12.329722222222221,2000,10.0,M0     ,13.6,1.14,-1.46,HIP48336
HIP48390,147.9708333333333,24.39527777777778,2000,5.29,A5IV   ,40.1,0.02,-0.17,HIP48390
HIP48411,148.04749999999999,3.2216666666666667,2000,8.86,K5     ,20.9,-0.43,0.02,HIP48411
HIP48477,148.29916666666662,-3.6900000000000004,2000,10.5,M0     ,15.6,-0.1,-0.46,HIP48477
HIP48659,148.8495833333333,-27.261111111111113,2000,12.0,---    ,11.4,-0.1,-0.15,HIP48659
HIP48714,149.03625,62.788333333333334,2000,8.99,M2     ,10.4,-0.3,-0.58,HIP48714
HIP48833,149.4208333333333,41.05555555555555,2000,5.11,F6Vs   ,28.8,-0.12,-0.03,HIP48833
HIP48904,149.64291666666665,-46.425,2000,11.2,M5     ,15.9,0.48,-0.48,HIP48904
HIP48926,149.71791666666664,-35.89083333333333,2000,5.23,A8IV   ,32.6,-0.09,-0.02,HIP48926
HIP49081,150.25291666666666,31.92361111111111,2000,5.37,G1V    ,14.8,-0.53,-0.43,HIP49081
HIP49127,150.40541666666667,-15.424722222222222,2000,8.65,K3V    ,26.1,-0.25,0.03,HIP49127
HIP49197,150.61791666666664,44.57833333333333,2000,9.09,K0     ,27.7,-0.28,-0.09,HIP49197
HIP49366,151.15708333333333,-11.729444444444445,2000,8.15,K0     ,23.1,-0.19,-0.03,HIP49366
HIP49544,151.73708333333332,2.964166666666667,2000,9.95,M0     ,22.3,-0.06,-0.1,HIP49544
HIP49593,151.8575,35.24444444444445,2000,4.49,A7V    ,27.9,0.05,0.0,HIP49593
HIP49669,152.09291666666664,11.966944444444444,2000,1.36,B7V    ,23.7,-0.25,0.0,HIP49669
HIP49699,152.1795833333333,34.242222222222225,2000,7.56,K0     ,18.0,-0.06,-0.06,HIP49699
HIP49809,152.5245833333333,-12.815833333333334,2000,5.3,F2/F3IV,27.3,-0.12,-0.11,HIP49809
HIP49841,152.6470833333333,-12.35388888888889,2000,3.61,K0III  ,35.1,-0.2,-0.1,HIP49841
HIP49868,152.74374999999998,75.14111111111112,2000,9.48,M0     ,21.2,0.22,0.26,HIP49868
GJ380,152.84208333333333,49.45388888888889,2000,6.59,K7.0V  ,4.86,-1.36,-0.5,GJ380
HIP49969,153.01958333333332,-2.6847222222222227,2000,10.6,M0     ,12.3,0.52,-0.6,HIP49969
HIP49973,153.03416666666664,-18.61777777777778,2000,9.93,K7V    ,17.0,-0.5,-0.03,HIP49973
HIP49986,153.07374999999996,-3.7455555555555557,2000,9.26,M3     ,7.81,-0.15,-0.24,HIP49986
HIP50070,153.345,-51.23277777777778,2000,5.27,A7V    ,49.8,-0.04,-0.01,HIP50070
HIP50075,153.35291666666663,-33.031666666666666,2000,6.38,G0V    ,22.7,-0.37,0.06,HIP50075
HIP50125,153.48916666666665,52.50666666666667,2000,9.53,K5     ,22.8,0.09,-0.76,HIP50125
HIP50191,153.68416666666664,-42.12166666666667,2000,3.85,A2V    ,31.5,-0.15,0.05,HIP50191
HIP50341,154.19166666666666,-11.961666666666666,2000,10.9,M0     ,13.7,-0.42,-0.6,HIP50341
HIP50372,154.27416666666664,42.91416666666667,2000,3.45,A2IV   ,41.2,-0.17,-0.04,HIP50372
HIP50384,154.31041666666664,23.10611111111111,2000,5.81,F8Vw   ,22.7,-0.41,-0.1,HIP50384
HIP50485,154.63666666666666,43.04833333333333,2000,6.48,G5     ,35.6,-0.12,-0.08,HIP50485
HIP50505,154.71666666666667,44.04805555555556,2000,6.66,G5     ,20.6,0.06,-0.3,HIP50505
GJ388,154.90166666666664,19.86916666666667,2000,9.29,M2.5V  ,4.88,-0.5,-0.05,GJ388
HIP50564,154.93416666666664,19.47083333333333,2000,4.78,F6IV   ,21.1,-0.23,-0.21,HIP50564
HIP50583,154.9933333333333,19.841388888888886,2000,2.01,K0III  ,38.5,0.31,-0.15,HIP50583
HIP50782,155.53958333333333,11.31,2000,7.78,G5     ,26.8,0.02,-0.32,HIP50782
HIP50888,155.8720833333333,-38.00972222222222,2000,5.34,A8V    ,40.4,-0.16,-0.05,HIP50888
HIP50921,155.98041666666666,-29.64527777777778,2000,6.92,G5V    ,22.0,-0.04,0.1,HIP50921
HIP50944,156.06208333333333,10.405833333333334,2000,9.98,K4.5   ,27.2,0.28,-0.25,HIP50944
HIP50954,156.09875,-74.03138888888888,2000,3.99,F2IV   ,16.2,-0.02,-0.03,HIP50954
HIP51007,156.295,10.22861111111111,2000,10.1,M0     ,12.4,-0.69,0.12,HIP51007
HIP51138,156.69833333333332,-62.902499999999996,2000,9.5,K5     ,27.0,-0.29,-0.35,HIP51138
HIP51248,157.01624999999999,48.78472222222222,2000,6.42,G1V    ,23.5,0.08,-0.88,HIP51248
HIP51254,157.0433333333333,6.735,2000,8.53,K0     ,25.1,0.03,0.33,HIP51254
HIP51271,157.09791666666666,-51.705000000000005,2000,8.9,K4V    ,24.2,0.03,-0.03,HIP51271
HIP51317,157.23125,0.8408333333333333,2000,9.65,M2     ,7.23,-0.6,-0.73,HIP51317
HIP51384,157.42291666666662,84.25194444444445,2000,5.52,F0IV   ,40.7,-0.13,-0.04,HIP51384
HIP51459,157.65666666666664,55.98027777777778,2000,4.82,F8V    ,12.8,-0.18,-0.03,HIP51459
HIP51468,157.6958333333333,59.75083333333333,2000,8.74,K5     ,22.3,-0.44,-0.29,HIP51468
HIP51502,157.76958333333332,82.55833333333334,2000,5.25,F2V    ,21.4,-0.08,0.02,HIP51502
HIP51525,157.85083333333333,45.52583333333333,2000,8.85,K7V    ,15.6,-0.57,-0.59,HIP51525
HIP51547,157.93,57.115833333333335,2000,9.63,M0     ,17.4,-0.07,0.17,HIP51547
HIP51658,158.30791666666667,40.42527777777777,2000,4.72,A7IV   ,34.3,-0.14,0.01,HIP51658
HIP51814,158.79041666666666,57.0825,2000,5.16,F1V    ,26.4,0.07,0.04,HIP51814
HIP51819,158.79708333333332,84.39916666666667,2000,7.29,K0     ,21.0,0.02,0.05,HIP51819
HIP51933,159.135,-12.23,2000,5.71,F7V    ,24.5,0.27,-0.67,HIP51933
HIP51986,159.32541666666665,-48.22555555555556,2000,3.84,A3m+...,26.5,-0.13,0.0,HIP51986
HIP52190,159.935,-37.92027777777778,2000,11.0,---    ,14.6,0.19,-0.13,HIP52190
HIP52296,160.28875,-36.89527777777778,2000,9.97,M0V    ,16.3,0.17,-0.19,HIP52296
HIP52316,160.35083333333333,-1.7413888888888889,2000,6.25,K1IV   ,34.3,-0.14,-0.12,HIP52316
HIP52341,160.4658333333333,-36.63333333333333,2000,10.1,K7V    ,16.3,-0.09,0.07,HIP52341
HIP52369,160.55541666666664,-13.7875,2000,6.79,G2/G3V ,23.4,0.24,-0.17,HIP52369
HIP52422,160.75791666666666,26.325555555555557,2000,5.51,A4Vn   ,45.4,-0.1,-0.05,HIP52422
HIP52462,160.86791666666664,-29.06416666666667,2000,7.72,K1V    ,21.5,-0.22,-0.05,HIP52462
HIP52469,160.88708333333332,46.203611111111115,2000,5.18,F5III  ,35.6,-0.27,-0.07,HIP52469
HIP52470,160.89083333333332,48.21388888888889,2000,8.02,G5     ,25.2,-0.33,0.18,HIP52470
LHS288,161.08833333333328,-61.209722222222226,2000,13.9,M5.5V  ,4.76,-0.35,1.61,LHS288
HIP52596,161.31958333333333,-30.807222222222222,2000,11.2,---    ,13.8,-0.03,-0.23,HIP52596
HIP52600,161.3395833333333,38.51166666666666,2000,9.16,M2     ,14.1,-0.03,0.15,HIP52600
HIP52708,161.65374999999997,-24.585277777777776,2000,9.37,K5V    ,20.1,-0.14,-0.11,HIP52708
HIP52727,161.6925,-49.419999999999995,2000,2.69,G5III S,35.4,0.06,-0.05,HIP52727
LHS292,162.0525,-11.336944444444445,2000,15.7,M6.5V  ,4.53,0.6,-1.53,LHS292
DEN1048,162.06125,-39.934999999999995,2000,17.3,M8.5V  ,4.02,-1.16,-1.0,DENIS-P J1048.0-3956
HIP53020,162.71708333333333,6.808055555555556,2000,11.6,M4:    ,5.63,-0.8,-0.81,HIP53020
HIP53229,163.32791666666665,34.21472222222223,2000,3.79,K0III-I,29.9,0.09,-0.29,HIP53229
HIP53252,163.37291666666664,-20.13861111111111,2000,5.23,F6V    ,31.3,0.08,-0.24,HIP53252
HIP53253,163.37374999999997,-58.85305555555556,2000,3.78,K0III-I,29.6,0.08,0.04,HIP53253
GJ406,164.12166666666664,7.014722222222222,2000,13.5,M5.5V  ,2.38,-3.83,-2.72,GJ406
HIP53486,164.1283333333333,7.388333333333334,2000,7.37,K0     ,17.5,-0.26,-0.08,HIP53486
HIP53580,164.40874999999997,69.59638888888888,2000,10.2,M0     ,23.0,-0.63,0.06,HIP53580
HIP53721,164.86666666666662,40.43,2000,5.03,G0V    ,14.0,-0.32,0.06,HIP53721
HIP53767,165.01791666666665,22.83277777777778,2000,10.0,M3     ,6.62,-0.43,-0.28,HIP53767
HIP53824,165.18666666666664,6.101388888888889,2000,4.98,A5III  ,46.2,-0.05,-0.02,HIP53824
HIP53910,165.46041666666667,56.382222222222225,2000,2.34,A1V    ,24.3,0.08,0.03,HIP53910
