Star,RA,Dec,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP88726,271.7079166666667,-43.425,2000,4.92,A5V    ,43.8,0.01,-0.1,HIP88726
HIP88745,271.75624999999997,30.561944444444446,2000,5.05,F7V    ,15.6,-0.1,0.11,HIP88745
HIP88771,271.8374999999999,9.563611111111111,2000,3.71,A4IVs  ,25.3,-0.06,0.08,HIP88771
HIP88866,272.145,-63.66833333333333,2000,4.33,Am     ,42.4,0.02,-0.21,HIP88866
HIP88972,272.4058333333333,38.45777777777778,2000,6.38,K2V    ,11.0,-0.32,-0.47,HIP88972
HIP89042,272.6091666666666,-62.00194444444445,2000,5.47,G0V    ,17.7,-0.08,0.23,HIP89042
HIP89087,272.7345833333333,49.971111111111114,2000,10.0,K7     ,26.7,-0.01,-0.23,HIP89087
HIP89211,273.08916666666664,-43.44472222222222,2000,8.38,K7V    ,12.9,0.13,-0.42,HIP89211
HIP89348,273.47416666666663,64.39722222222223,2000,4.99,F5V    ,23.4,0.35,0.04,HIP89348
HIP89474,273.88541666666663,45.20916666666667,2000,6.3,G2V    ,22.6,-0.08,-0.11,HIP89474
HIP89560,274.1295833333333,45.55777777777777,2000,10.3,M0     ,17.1,-0.01,0.34,HIP89560
HIP89805,274.9170833333333,-63.88638888888889,2000,6.17,F9V    ,22.9,0.04,-0.28,HIP89805
HIP89825,274.9616666666666,-1.9383333333333332,2000,9.66,K7V    ,19.3,0.0,0.0,HIP89825
HIP89937,275.26416666666665,72.73277777777778,2000,3.55,F7Vvar ,8.05,0.53,-0.35,HIP89937
HIP89962,275.3275,-2.8986111111111112,2000,3.23,K0III-I,18.9,-0.55,-0.7,HIP89962
HIP90035,275.57166666666666,1.7069444444444444,2000,10.1,K7V    ,26.8,0.08,-0.02,HIP90035
HIP90139,275.9245833333333,21.76972222222222,2000,3.85,K2III  ,39.3,0.2,-0.24,HIP90139
HIP90376,276.61999999999995,79.42305555555556,2000,9.24,K5     ,24.4,0.02,0.36,HIP90376
HIP90496,276.99249999999995,-25.421666666666667,2000,2.82,K1IIIb ,23.6,-0.04,-0.19,HIP90496
HIP90568,277.2079166666666,-49.07055555555556,2000,4.1,G8/K0II,39.0,0.14,-0.23,HIP90568
HIP90626,277.3829166666667,9.061944444444444,2000,8.65,K2     ,26.8,0.19,0.07,HIP90626
HIP90656,277.4683333333333,-1.8180555555555555,2000,8.04,K3V    ,18.7,0.17,-0.19,HIP90656
HIP90790,277.8291666666666,-18.90861111111111,2000,6.81,K1V    ,13.2,-0.14,-0.19,HIP90790
HIP90945,278.27125,-54.26305555555555,2000,8.5,K4Vp...,18.8,-0.12,-0.14,HIP90945
HIP90959,278.32416666666666,22.31416666666667,2000,8.9,K4V    ,23.4,-0.18,-0.47,HIP90959
HIP90979,278.36999999999995,-11.635833333333332,2000,10.0,K7V    ,25.4,-0.29,-0.24,HIP90979
HIP91009,278.48249999999996,51.71888888888889,2000,8.2,K7Vvar ,16.4,0.19,-0.32,HIP91009
HIP91128,278.82666666666665,45.74388888888889,2000,9.84,M2     ,15.4,0.45,0.36,HIP91128
HIP91154,278.9575,-61.22666666666667,2000,9.34,K3V    ,21.5,-0.02,-0.43,HIP91154
HIP91217,279.11583333333334,9.122222222222224,2000,5.38,F5III  ,38.8,-0.01,-0.13,HIP91217
HIP91237,279.16291666666666,6.671666666666667,2000,5.43,F3V    ,31.7,-0.03,-0.14,HIP91237
HIP91262,279.2345833333333,38.78361111111111,2000,0.03,A0Vvar ,7.75,0.2,0.29,HIP91262
HIP91430,279.68625,-14.490277777777777,2000,11.2,M1V:   ,12.7,0.11,-0.57,HIP91430
HIP91438,279.7224999999999,-21.051666666666666,2000,5.85,G5V    ,12.9,-0.07,-0.15,HIP91438
HIP91605,280.22875,31.533055555555556,2000,8.54,K3V    ,23.8,0.09,-0.84,HIP91605
HIP91608,280.23875,-13.379444444444445,2000,10.6,M      ,16.2,-0.09,-0.67,HIP91608
HIP91699,280.49583333333334,31.830277777777777,2000,11.2,M4     ,11.3,-0.3,0.01,HIP91699
GJ725,280.69458333333324,59.63,2000,8.9,M3.0V  ,3.52,-1.33,1.8,GJ725A
GJ725,280.6958333333333,59.62638888888889,2000,9.69,M3.5V  ,3.52,-1.39,1.85,GJ725B
HIP91919,281.08458333333334,39.669999999999995,2000,4.67,F1V    ,49.7,0.01,0.06,HIP91919
HIP91926,281.09499999999997,39.612500000000004,2000,4.59,A8Vn   ,49.1,0.01,0.05,HIP91926
HIP91971,281.1933333333333,37.605000000000004,2000,4.34,Am     ,47.1,0.03,0.03,HIP91971
HIP91973,281.2008333333333,37.59444444444445,2000,5.73,F0IVvar,46.0,0.02,0.02,HIP91973
SCR1845,281.2720833333333,-63.963055555555556,2000,17.4,M8.5V  ,3.85,2.59,0.62,SCR J1845-6357
HIP92024,281.3620833333333,-64.8711111111111,2000,4.78,A7V    ,29.2,0.03,-0.15,HIP92024
HIP92043,281.4154166666666,20.546111111111113,2000,4.19,F6V    ,19.0,-0.01,-0.34,HIP92043
HIP92161,281.75541666666663,18.18138888888889,2000,4.34,A5III  ,28.4,0.08,0.12,HIP92161
HIP92200,281.86375,-3.6397222222222223,2000,8.81,K5     ,14.1,-0.13,-0.27,HIP92200
HIP92270,282.0683333333333,23.514722222222222,2000,6.19,F8V    ,28.6,0.03,-0.01,HIP92270
HIP92283,282.12166666666667,10.745277777777776,2000,7.97,K0     ,17.3,0.13,-0.44,HIP92283
HIP92311,282.21624999999995,17.43888888888889,2000,9.17,M0     ,17.0,-0.41,-0.42,HIP92311
GJ729,282.45583333333326,-23.835833333333333,2000,10.4,M3.5V  ,2.96,0.64,-0.19,GJ729
HIP92451,282.6108333333333,-62.05083333333333,2000,10.7,M3     ,16.6,0.09,0.06,HIP92451
HIP92549,282.8954166666667,52.975,2000,5.51,G9IVa  ,26.0,-0.07,0.25,HIP92549
HIP92573,282.9633333333333,16.583055555555557,2000,10.1,M2     ,15.5,-0.23,-0.48,HIP92573
HIP92858,283.8283333333333,-37.498333333333335,2000,7.98,K1V    ,23.9,0.14,-0.36,HIP92858
HIP92871,283.8641666666666,8.402222222222223,2000,10.1,M2Ve   ,11.5,0.09,-0.07,HIP92871
HIP92919,283.97166666666664,23.55638888888889,2000,8.16,K0V    ,21.4,0.13,-0.28,HIP92919
HIP92946,284.055,4.203333333333333,2000,4.62,A5V    ,40.4,0.04,0.03,HIP92946
HIP92951,284.06083333333333,4.201944444444445,2000,4.98,A5Vn   ,43.7,0.05,0.03,HIP92951
HIP92984,284.155,4.265,2000,6.71,G5     ,27.0,0.0,-0.09,HIP92984
HIP93017,284.2566666666666,32.901111111111106,2000,5.2,G0V    ,14.9,0.2,-0.14,HIP93017
HIP93069,284.3775,-55.99166666666667,2000,8.86,M2V    ,12.6,0.0,-0.44,HIP93069
HIP93101,284.5004166666666,5.908055555555556,2000,9.22,M2V    ,11.1,-0.19,-1.22,HIP93101
HIP93174,284.6808333333333,-37.10722222222223,2000,4.83,F3IV/V ,29.9,-0.13,-0.11,HIP93174
HIP93185,284.7125,30.180555555555557,2000,6.8,G0     ,23.4,0.06,0.19,HIP93185
HIP93408,285.3599999999999,46.93472222222222,2000,5.0,A7V    ,39.1,0.01,-0.09,HIP93408
HIP93506,285.65291666666667,-29.88,2000,2.6,A3IV   ,27.3,-0.01,0.0,HIP93506
HIP93747,286.35249999999996,13.863333333333333,2000,2.99,A0Vn   ,25.5,-0.01,-0.1,HIP93747
HIP93805,286.5620833333333,-4.8825,2000,3.43,B9Vn   ,38.3,-0.02,-0.09,HIP93805
HIP93843,286.65708333333333,28.628333333333334,2000,5.53,F0III  ,40.8,0.08,0.08,HIP93843
HIP93858,286.71875,-37.81055555555555,2000,6.15,G8V    ,17.1,-0.19,-0.37,HIP93858
HIP93864,286.735,-27.67027777777778,2000,3.32,K1/K2II,36.9,-0.05,-0.25,HIP93864
HIP93871,286.75833333333327,7.615833333333333,2000,9.23,K5V    ,24.2,-0.32,-0.76,HIP93871
HIP93873,286.7733333333333,20.887777777777778,2000,10.7,M2     ,8.62,-0.48,-0.35,HIP93873
HIP93899,286.805,20.876944444444444,2000,10.7,M2     ,8.86,-0.48,-0.33,HIP93899
HIP93917,286.8566666666666,32.501666666666665,2000,5.2,F0V    ,40.5,0.12,0.03,HIP93917
HIP94083,287.29124999999993,76.56027777777777,2000,5.11,A9V    ,27.2,0.05,-0.12,HIP94083
HIP94114,287.36791666666664,-37.904444444444444,2000,4.11,A0/A1V ,39.7,0.09,-0.1,HIP94114
HIP94150,287.4704166666666,-68.42416666666666,2000,5.31,G8/K0II,36.8,0.15,-0.04,HIP94150
HIP94225,287.71791666666667,-47.15861111111111,2000,9.36,K7V    ,20.0,-0.05,-0.63,HIP94225
HIP94346,288.04749999999996,57.67194444444444,2000,7.04,G8V    ,20.0,0.22,0.41,HIP94346
HIP94349,288.0608333333333,2.886388888888889,2000,11.0,M4     ,10.1,1.79,-0.52,HIP94349
HIP94376,288.13874999999996,67.6613888888889,2000,3.07,G9III  ,30.7,0.09,0.09,HIP94376
HIP94645,288.88833333333326,-24.179166666666667,2000,6.25,F8V    ,27.0,0.11,-0.1,HIP94645
HIP94650,288.8958333333333,11.554444444444446,2000,8.06,K0     ,25.3,0.18,-0.17,HIP94650
HIP94739,289.17875,-45.88916666666667,2000,9.38,K9V... ,15.7,0.22,-0.41,HIP94739
HIP94779,289.27583333333337,53.36833333333333,2000,3.8,K0III  ,37.7,0.06,0.12,HIP94779
HIP95149,290.37416666666667,-34.983333333333334,2000,6.48,G1/G2V ,20.8,0.08,-0.11,HIP95149
HIP95261,290.7133333333333,-54.42388888888889,2000,5.03,A0Vn   ,47.6,0.03,-0.08,HIP95261
HIP95319,290.8916666666666,33.221944444444446,2000,6.37,G8V    ,15.4,0.08,0.16,HIP95319
HIP95467,291.28999999999996,-66.46861111111112,2000,8.4,K5V    ,26.1,-0.23,0.24,HIP95467
HIP95501,291.3745833333333,3.1147222222222224,2000,3.36,F0IV   ,15.3,0.25,0.08,HIP95501
HIP95575,291.6083333333333,49.46527777777778,2000,8.01,K3V    ,25.1,0.46,0.71,HIP95575
HIP95730,292.0641666666666,12.535833333333333,2000,9.17,K2     ,27.5,-0.05,-0.04,HIP95730
HIP95853,292.4266666666666,51.72972222222222,2000,3.76,A5Vn   ,37.5,0.02,0.13,HIP95853
HIP95995,292.7833333333333,58.58583333333333,2000,6.6,K1V    ,16.7,-0.51,-0.4,HIP95995
HIP96085,293.02791666666667,-11.274722222222223,2000,7.53,K2V    ,18.0,0.24,0.02,HIP96085
HIP96100,293.09,69.66111111111111,2000,4.67,K0V    ,5.76,0.6,-1.74,HIP96100
HIP96113,293.12624999999997,-35.45166666666667,2000,8.69,K3/K4V ,22.0,-0.29,0.16,HIP96113
HIP96183,293.3566666666666,21.840277777777775,2000,6.89,G5V    ,20.1,-0.02,-0.2,HIP96183
HIP96229,293.5225,7.378888888888889,2000,4.45,K3III  ,33.8,0.21,-0.16,HIP96229
HIP96258,293.5825,51.23638888888889,2000,5.71,F7V    ,25.5,0.03,-0.19,HIP96258
HIP96285,293.6658333333333,4.5825,2000,9.35,K5     ,14.4,0.52,0.31,HIP96285
HIP96395,293.9816666666666,56.98388888888889,2000,6.73,G0     ,24.2,0.0,-0.2,HIP96395
HIP96441,294.11041666666665,50.221111111111114,2000,4.49,F4V    ,18.5,-0.01,0.26,HIP96441
HIP96710,294.9008333333333,-26.751944444444444,2000,10.4,---    ,22.3,0.37,-0.26,HIP96710
HIP96895,295.45416666666665,50.525,2000,5.99,G2V    ,21.6,-0.15,-0.16,HIP96895
HIP96901,295.46666666666664,50.5175,2000,6.25,G5V    ,21.4,-0.14,-0.16,HIP96901
HIP97051,295.8554166666666,10.089444444444444,2000,10.0,M0     ,22.6,0.19,0.1,HIP97051
HIP97222,296.3895833333333,33.60194444444445,2000,7.68,K3V    ,20.3,0.01,-0.44,HIP97222
HIP97222,296.3895833333333,33.60194444444445,2000,7.68,K3V    ,20.3,0.01,-0.44,HIP97222
HIP97223,296.3983333333333,30.01,2000,9.15,K5V    ,20.6,-0.07,-0.1,HIP97223
HIP97295,296.6066666666666,33.7275,2000,5.0,F5     ,20.8,0.02,-0.45,HIP97295
HIP97534,297.35541666666666,-72.50333333333333,2000,5.39,A4III  ,41.5,0.01,0.01,HIP97534
HIP97650,297.695,10.763333333333334,2000,5.38,F0V    ,26.4,-0.03,0.03,HIP97650
HIP97649,297.6958333333333,8.868055555555555,2000,0.76,A7IV-V ,5.14,0.54,0.39,HIP97649
GJ768,297.6958333333333,8.868333333333334,2000,0.77,A7IV   ,5.11,0.54,0.39,GJ768
HIP97675,297.75666666666666,10.415555555555557,2000,5.12,F8V    ,19.3,0.24,-0.13,HIP97675
GJ1245AC,298.4758333333333,44.415277777777774,2000,13.4,M5.5V  ,4.54,0.44,-0.58,GJ1245A
GJ1245B,298.47999999999996,44.41555555555556,2000,14.0,M6V    ,4.54,0.44,-0.58,GJ1245B
HIP98036,298.8283333333333,6.406666666666667,2000,3.71,G8IVvar,13.7,0.05,-0.48,HIP98036
HIP98106,299.0670833333333,-72.36416666666666,2000,8.4,K5V    ,23.3,-0.01,-0.3,HIP98106
HIP98130,299.15416666666664,-31.335277777777776,2000,8.42,K3/K4V ,19.1,0.41,0.03,HIP98130
HIP98192,299.3058333333333,29.823888888888888,2000,7.91,K1V    ,25.4,0.11,0.24,HIP98192
HIP98204,299.3316666666666,-12.567777777777778,2000,9.29,K4V    ,18.8,-0.09,-0.51,HIP98204
HIP98316,299.63749999999993,-54.93666666666666,2000,8.54,K3V    ,22.7,0.11,-0.12,HIP98316
HIP98416,299.9470833333333,-9.958055555555555,2000,5.87,F8V    ,24.5,-0.25,-0.39,HIP98416
HIP98421,299.96416666666664,-34.69777777777777,2000,5.3,A4/A5IV,48.0,0.11,-0.07,HIP98421
HIP98470,300.0845833333333,-33.70333333333333,2000,5.65,F7V    ,20.8,0.13,-0.29,HIP98470
HIP98505,300.1820833333333,22.710833333333333,2000,7.67,G5     ,19.2,0.0,-0.25,HIP98505
HIP98677,300.6425,15.591944444444445,2000,7.15,G7V    ,19.3,-0.16,-0.58,HIP98677
HIP98698,300.6958333333333,3.326111111111111,2000,7.46,K4V    ,13.1,-0.09,0.12,HIP98698
HIP98767,300.9058333333333,29.896666666666665,2000,5.73,G6IV+..,15.8,0.68,-0.52,HIP98767
HIP98792,300.9670833333333,23.340555555555554,2000,7.28,K1V    ,15.5,-1.0,-0.91,HIP98792
HIP98819,301.0258333333333,17.07,2000,5.8,G1V    ,17.6,-0.39,-0.41,HIP98819
HIP98828,301.04166666666663,25.790000000000003,2000,7.82,K3V    ,21.6,-0.08,-0.04,HIP98828
HIP98906,301.25916666666666,54.43416666666666,2000,11.9,M3     ,15.8,-1.17,-0.9,HIP98906
HIP98921,301.29083333333324,38.47833333333333,2000,6.18,G5IV   ,18.8,0.26,0.11,HIP98921
HIP98959,301.3866666666666,-67.32083333333333,2000,6.07,G2V    ,17.7,0.84,-0.67,HIP98959
HIP99031,301.5908333333333,35.97222222222222,2000,5.38,K0IV   ,24.1,-0.22,-0.44,HIP99031
HIP99137,301.89624999999995,-55.01583333333333,2000,6.26,F8V    ,23.2,0.02,0.04,HIP99137
HIP99150,301.93749999999994,-31.753888888888888,2000,12.1,M      ,14.6,0.29,-0.75,HIP99150
HIP99240,302.1816666666666,-66.18194444444445,2000,3.55,G5IV-Vv,6.1,1.21,-1.13,HIP99240
HIP99316,302.39291666666657,16.805555555555557,2000,7.56,K0...  ,24.3,0.0,0.18,HIP99316
HIP99385,302.58166666666665,-20.493333333333336,2000,8.91,K4Vp   ,15.6,-0.46,-0.38,HIP99385
HIP99427,302.7183333333333,77.2388888888889,2000,8.88,K5     ,16.7,0.06,0.51,HIP99427
HIP99452,302.7754166666667,16.18777777777778,2000,7.34,K1V    ,20.4,-0.41,0.4,HIP99452
HIP99461,302.7995833333333,-36.10111111111111,2000,5.32,K2V    ,6.05,0.46,-1.57,HIP99461
HIP99572,303.1079166666666,-12.6175,2000,5.84,F5V    ,28.0,0.19,-0.2,HIP99572
HIP99655,303.34958333333327,56.5675,2000,4.28,A3IV-Vn,46.7,0.06,0.08,HIP99655
HIP99701,303.4724999999999,-45.163888888888884,2000,7.97,M0V    ,6.2,0.78,-0.16,HIP99701
HIP99711,303.4991666666666,-0.8666666666666667,2000,7.79,K0     ,19.8,-0.06,0.26,HIP99711
HIP99742,303.5691666666666,15.1975,2000,4.94,A2V    ,47.0,0.06,0.06,HIP99742
HIP99764,303.6175,-7.281944444444444,2000,10.1,K7V    ,20.3,0.01,-0.27,HIP99764
HIP99770,303.6333333333333,36.80611111111111,2000,4.93,A2V    ,41.0,0.07,0.07,HIP99770
HIP99825,303.8225,-27.032777777777778,2000,5.73,K3V    ,8.82,1.24,-0.18,HIP99825
HIP99880,303.96916666666664,42.97888888888889,2000,9.98,M0     ,24.4,0.01,-0.06,HIP99880
HIP100017,304.38041666666663,66.8536111111111,2000,5.91,G3V    ,17.5,0.47,0.3,HIP100017
HIP100064,304.51374999999996,-12.544722222222221,2000,3.58,G6/G8II,33.3,0.06,0.0,HIP100064
HIP100184,304.8241666666666,-47.580000000000005,2000,6.13,F5V    ,29.4,0.19,-0.18,HIP100184
HIP100223,304.90374999999995,-46.42805555555555,2000,8.73,K5V    ,17.9,-0.38,-0.1,HIP100223
HIP100511,305.7183333333333,14.550833333333333,2000,6.16,F8V    ,26.1,0.08,-0.01,HIP100511
HIP100852,306.7208333333333,-37.40277777777778,2000,6.24,K1IV   ,39.6,-0.26,-0.11,HIP100852
HIP100859,306.7595833333333,49.38333333333333,2000,5.73,F0V:   ,37.6,0.07,0.06,HIP100859
HIP100923,306.92375,-27.747500000000002,2000,11.4,M3     ,15.4,-0.2,-0.88,HIP100923
HIP100925,306.9341666666666,-30.86777777777778,2000,6.61,G6/G8V ,19.4,-0.01,-0.52,HIP100925
HIP101027,307.2149999999999,-17.81361111111111,2000,4.77,F3V    ,30.2,-0.02,-0.01,HIP101027
HIP101093,307.3954166666667,62.99388888888889,2000,4.21,A7III  ,41.5,0.05,-0.01,HIP101093
HIP101150,307.5445833333333,26.842777777777776,2000,9.69,M2     ,23.1,-0.16,-0.13,HIP101150
HIP101180,307.6333333333333,65.44944444444445,2000,10.5,M3     ,7.96,0.44,0.28,HIP101180
HIP101262,307.88374999999996,33.77583333333333,2000,9.22,K5     ,26.1,0.14,0.02,HIP101262
HIP101382,308.215,41.89833333333333,2000,7.08,G9V    ,22.2,-0.16,0.45,HIP101382
HIP101612,308.8954166666666,-60.58166666666667,2000,4.75,F1III  ,27.5,0.07,-0.19,HIP101612
HIP101772,309.39166666666665,-47.29138888888889,2000,3.11,K0III  ,31.0,0.05,0.07,HIP101772
HIP101955,309.9070833333333,4.9719444444444445,2000,7.88,K5V    ,18.5,0.86,0.07,HIP101955
HIP101997,310.0491666666667,-23.77361111111111,2000,6.36,G8/K0V ,14.6,0.5,0.46,HIP101997
HIP102040,310.18791666666664,19.935277777777777,2000,6.43,G5V    ,20.9,0.12,0.31,HIP102040
HIP102101,310.36749999999995,57.42972222222222,2000,10.2,M0     ,23.9,0.1,0.21,HIP102101
HIP102141,310.4633333333333,-32.434999999999995,2000,10.2,Mpe    ,10.2,0.27,-0.37,HIP102141
HIP102186,310.5783333333333,-52.69916666666666,2000,8.83,K7V    ,12.1,0.08,-1.07,HIP102186
HIP102226,310.70583333333326,20.844444444444445,2000,8.26,K0     ,25.3,-0.08,-0.35,HIP102226
HIP102253,310.7958333333333,66.65722222222223,2000,5.59,A8V    ,42.5,0.03,0.03,HIP102253
HIP102264,310.8166666666666,-29.42388888888889,2000,6.95,G3/G5V ,22.4,-0.04,-0.21,HIP102264
HIP102332,311.00249999999994,-21.355555555555558,2000,9.84,K7V    ,26.1,0.03,-0.27,HIP102332
HIP102333,311.00958333333335,-51.920833333333334,2000,4.51,A6:var ,24.1,0.16,-0.05,HIP102333
HIP102409,311.28958333333327,-31.340833333333332,2000,8.81,M1Ve   ,9.94,0.28,-0.36,HIP102409
HIP102422,311.3225,61.83861111111111,2000,3.41,K0IV   ,14.3,0.09,0.82,HIP102422
HIP102485,311.52374999999995,-25.270833333333332,2000,4.13,F5V    ,14.6,-0.05,-0.16,HIP102485
HIP102488,311.5529166666666,33.97,2000,2.48,K0III  ,22.0,0.36,0.33,HIP102488
HIP102531,311.66208333333327,16.12388888888889,2000,5.15,A2Ia+..,31.5,-0.01,-0.2,HIP102531
HIP102532,311.66458333333327,16.124166666666667,2000,4.27,K1IV   ,31.1,-0.03,-0.2,HIP102532
HIP102766,312.31749999999994,32.28472222222222,2000,8.25,K2     ,23.6,-0.16,-0.27,HIP102766
HIP102805,312.40749999999997,12.545,2000,6.01,F5V    ,29.5,0.05,0.1,HIP102805
HIP102843,312.5204166666666,44.05916666666666,2000,5.06,A4me...,42.2,0.12,0.13,HIP102843
HIP102851,312.5441666666666,29.383888888888887,2000,8.32,K5V    ,20.6,0.02,-0.06,HIP102851
HIP102870,312.63791666666657,52.89944444444444,2000,9.69,K5     ,22.4,0.29,0.44,HIP102870
HIP103039,313.13749999999993,-16.97472222222222,2000,11.4,---    ,5.48,-0.31,0.03,HIP103039
HIP103096,313.3325,62.15416666666667,2000,8.55,M2V    ,7.04,0.0,-0.77,HIP103096
HIP103256,313.77875,13.176666666666666,2000,8.82,K3V    ,22.7,0.55,0.37,HIP103256
HIP103388,314.1941666666666,10.448333333333334,2000,11.3,M4     ,14.7,-0.02,-1.11,HIP103388
HIP103389,314.1970833333333,-26.296111111111113,2000,5.7,F7V    ,21.0,0.1,-0.07,HIP103389
HIP103441,314.3558333333333,22.3625,2000,11.9,M3     ,13.6,0.77,-0.21,HIP103441
HIP103458,314.4170833333333,-44.12916666666667,2000,6.52,G0V    ,21.6,-0.52,-0.98,HIP103458
HIP103650,315.01416666666665,70.66861111111112,2000,9.32,K2     ,25.7,0.15,-0.05,HIP103650
HIP103673,315.0895833333333,-51.265277777777776,2000,5.76,F5IV-V ,28.5,-0.09,0.13,HIP103673
HIP103768,315.4129166666666,-32.52444444444444,2000,9.37,K5V    ,20.4,0.24,-0.12,HIP103768
HIP103800,315.4941666666666,-6.318611111111111,2000,11.2,M3     ,13.8,-0.23,-0.45,HIP103800
HIP103859,315.66999999999996,45.88472222222222,2000,7.69,K2     ,19.3,0.4,0.14,HIP103859
HIP103910,315.80791666666664,-56.96333333333334,2000,12.8,M4     ,14.1,-0.36,0.35,HIP103910
HIP104019,316.10124999999994,-19.855,2000,4.82,A5V    ,48.4,-0.04,-0.02,HIP104019
HIP104092,316.3320833333333,7.069166666666667,2000,8.27,K5     ,14.8,0.08,-0.56,HIP104092
HIP104139,316.4866666666666,-17.232777777777777,2000,4.08,A1V    ,48.5,0.08,-0.06,HIP104139
GJ820A,316.7245833333333,38.74916666666667,2000,5.2,K5.0V  ,3.49,4.16,3.26,GJ820A
GJ820B,316.73041666666666,38.74166666666667,2000,6.03,K7.0V  ,3.49,4.11,3.14,GJ820B
HIP104239,316.7933333333333,-13.922777777777776,2000,7.12,K1V    ,17.6,0.38,-0.05,HIP104239
HIP104383,317.1895833333333,-4.426666666666667,2000,9.45,M1     ,26.3,-0.08,-0.03,HIP104383
HIP104436,317.33624999999995,-82.02722222222222,2000,6.98,G3V    ,24.2,0.26,-0.05,HIP104436
HIP104440,317.3433333333333,-73.17277777777778,2000,5.67,G3IV   ,18.7,0.46,-0.29,HIP104440
HIP104521,317.5854166666666,10.131388888888889,2000,4.7,F0p    ,35.2,0.05,-0.15,HIP104521
HIP104644,317.95666666666665,-43.61361111111111,2000,11.9,M1:    ,14.3,0.22,-0.69,HIP104644
HIP104887,318.69791666666663,38.04527777777778,2000,3.74,F1IV   ,20.9,0.2,0.41,HIP104887
HIP105038,319.13541666666663,9.393611111111111,2000,7.88,K2     ,16.1,0.15,-0.12,HIP105038
GJ825,319.31374999999997,-38.867222222222225,2000,6.67,K9.0V  ,3.94,-3.26,-1.15,GJ825
HIP105152,319.5125,0.1613888888888889,2000,8.15,K2     ,19.2,0.47,-0.19,HIP105152
HIP105184,319.61375,-43.33444444444444,2000,6.75,G5V    ,23.7,0.24,0.02,HIP105184
HIP105199,319.645,62.58555555555556,2000,2.45,A7IV-V ,14.9,0.15,0.05,HIP105199
HIP105312,319.94,-26.352777777777778,2000,6.56,G5V    ,18.7,-0.58,-0.36,HIP105312
HIP105319,319.9666666666666,-53.44916666666666,2000,4.39,A5V    ,29.7,0.11,-0.07,HIP105319
HIP105341,320.05749999999995,-19.852222222222224,2000,9.09,K5V    ,16.3,-0.17,-0.72,HIP105341
HIP105406,320.2558333333333,40.345,2000,6.39,F8V    ,26.5,-0.02,-0.21,HIP105406
HIP105668,321.0479166666666,-12.878055555555555,2000,5.48,F0V    ,48.0,0.09,0.01,HIP105668
HIP105675,321.0629166666666,-58.69222222222222,2000,8.68,K3V    ,25.3,-0.1,-0.02,HIP105675
HIP105712,321.1691666666666,-68.22777777777777,2000,6.98,G5V    ,20.4,0.14,0.17,HIP105712
HIP105769,321.33166666666665,46.71416666666667,2000,5.59,F0V    ,34.3,0.19,0.05,HIP105769
HIP105858,321.61083333333335,-65.36611111111111,2000,4.21,F6V    ,9.21,0.08,0.8,HIP105858
HIP105860,321.61125,19.375555555555557,2000,6.08,A8m    ,46.0,0.08,0.02,HIP105860
HIP105905,321.74375,-56.125,2000,8.65,K3V    ,23.1,0.66,0.14,HIP105905
HIP105911,321.75541666666663,-44.80833333333333,2000,7.49,K0V    ,23.5,0.26,0.18,HIP105911
HIP105932,321.8204166666666,-6.844166666666666,2000,11.0,M0     ,16.2,0.02,-0.4,HIP105932
HIP105932,321.8204166666666,-6.844166666666666,2000,11.0,M0     ,16.2,0.02,-0.4,HIP105932
HIP106106,322.4033333333333,17.643055555555556,2000,10.3,M4     ,6.74,1.01,0.38,HIP106106
HIP106147,322.5116666666666,-12.51,2000,9.11,K4/K5V ,18.0,1.02,-0.26,HIP106147
HIP106231,322.75708333333324,23.335277777777776,2000,9.23,K8     ,25.0,0.13,-0.14,HIP106231
HIP106400,323.2545833333333,62.00222222222222,2000,9.34,K      ,23.1,0.37,0.19,HIP106400
GJ832,323.39166666666665,-49.00861111111111,2000,8.66,M1.5V  ,4.94,-0.05,-0.82,GJ832
HIP106481,323.49499999999995,45.59166666666667,2000,3.98,G8III  ,38.1,-0.02,-0.09,HIP106481
HIP106559,323.7129166666666,-20.084166666666665,2000,5.7,F5V    ,27.1,-0.03,0.04,HIP106559
HIP106696,324.1716666666666,-50.84527777777778,2000,7.14,K2V    ,14.7,0.42,-0.2,HIP106696
HIP106811,324.5016666666666,27.723611111111108,2000,9.83,---    ,13.1,0.47,-0.08,HIP106811
HIP106897,324.75499999999994,20.26527777777778,2000,5.77,F2V    ,39.1,0.12,0.0,HIP106897
HIP107022,325.12416666666667,-74.07416666666666,2000,7.07,G8V    ,22.1,-0.14,0.21,HIP107022
HIP107089,325.3691666666666,-77.39,2000,3.73,K0III  ,21.1,0.06,-0.24,HIP107089
HIP107143,325.54249999999996,-41.124722222222225,2000,8.82,K5V    ,23.5,0.24,-0.29,HIP107143
HIP107346,326.12499999999994,41.59722222222222,2000,9.65,K0     ,20.2,-0.06,0.04,HIP107346
HIP107350,326.13041666666663,14.771944444444445,2000,5.96,G0V    ,18.3,0.23,-0.11,HIP107350
HIP107522,326.6491666666666,-57.70333333333333,2000,8.77,K7V    ,19.0,0.09,-0.91,HIP107522
HIP107556,326.76,-16.127222222222223,2000,2.85,A5mF2  ,11.8,0.26,-0.3,HIP107556
HIP107625,327.0,-40.255833333333335,2000,8.62,K3V    ,23.7,0.11,-0.35,HIP107625
