NAME,PSRJ,RAJ,DECJ,PMRA,PMDEC,PX,POSEPOCH,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,RAJD,DECJD,P0,F0,F1,F2,F3,PEPOCH,DM,DM1,RM,W50,W10,UNITS,TAU_SC,S400,S1400,S2000,BINARY,T0,PB,A1,OM,ECC,TASC,EPS1,EPS2,Minimum,Median,BINCOMP,DIST,DIST_DM,DM*sin(b),ZZ,XX,YY,ASSOC,SURVEY,OSURVEY,DISC.,PSR,NGLT,R_LUM,R_LUM14,AGE,BSURF,EDOT,EDOTD2,PMTOT,VTRANS,P1_I,AGE_I,BSURF_I,B_LC
J1524-5706,J1524-5706,15:24:21.4,-57:06:35,*,*,*,51297.00,244.704,-37.038,*,*,322.568,-0.186,231.089292,-57.109722,1.116049,0.896018,-2.862e-13,*,*,51297.00,832.00,*,-475.50,22.000,43.000,TDB,*,*,0.41,*,*,*,*,*,*,*,*,*,*,*,*,*,7.44,7.44,-2.71,-0.02,-4.52,2.59,*,"pksmb,htru_pks",000010040000,2003,*,*,*,2.27e+01,4.96e+04,2.02e+13,1.01e+34,1.83e+32,*,*,*,*,*,1.36e+02
J1524-5819,J1524-5819,15:24:24.6,-58:19:14.1,*,*,*,54174.80,245.195,-38.185,*,*,321.907,-1.201,231.102708,-58.320583,0.961043,1.040537,-1.364e-13,*,*,54174.80,406.60,*,*,13.000,*,TDB,*,*,0.09,*,*,*,*,*,*,*,*,*,*,*,*,*,7.54,7.54,-8.52,-0.16,-4.65,2.57,*,pksmb,000000040000,2009,*,*,*,5.12e+00,1.21e+05,1.11e+13,5.60e+33,9.86e+31,*,*,*,*,*,1.18e+02
J1525-5417,J1525-5417,15:25:28.3,-54:17:20,*,*,*,51463.00,243.823,-34.305,*,*,324.258,2.078,231.368125,-54.288889,1.011694,0.988441,-1.580e-14,*,*,51463.00,235.00,*,*,15.000,*,TDB,*,*,0.18,*,*,*,*,*,*,*,*,*,*,*,*,*,4.88,4.88,8.52,0.18,-2.85,4.54,*,"pksmb,htru_pks",000010040000,2003,*,*,*,4.29e+00,9.91e+05,4.09e+12,6.17e+32,2.59e+31,*,*,*,*,*,3.71e+01
J1525-5523,J1525-5523,15:25:36.0,-55:23:27.2,*,*,*,55682.00,244.25,-35.349,*,*,323.662,1.151,231.400267,-55.390889,0.355156,2.815664,-7.103e-17,*,*,55682.00,124.70,*,*,31.000,40.900,TDB,*,*,0.21,*,*,*,*,*,*,*,*,*,*,*,*,*,3.13,3.13,2.50,0.06,-1.85,5.98,*,htru_pks,000010000000,2015,*,*,*,2.06e+00,6.28e+08,5.71e+10,7.90e+30,8.06e+29,*,*,*,*,*,1.19e+01
J1525-5605,J1525-5605,15:25:41.4,-56:05:13,*,*,*,51467.00,244.527,-36.008,*,*,323.286,0.565,231.422708,-56.086944,0.280349,3.566987,-1.476e-15,*,*,51467.00,338.00,*,*,25.000,*,TDB,*,*,0.25,*,*,*,*,*,*,*,*,*,*,*,*,*,5.11,5.11,3.33,0.05,-3.05,4.4,*,"pksmb,htru_pks",000010040000,2003,*,*,*,6.53e+00,3.83e+07,1.82e+11,2.08e+32,7.96e+30,*,*,*,*,*,7.76e+01
J1526-5633,J1526-5633,15:26:41.2,-56:33:43,*,*,*,51490.00,244.87,-36.418,*,*,323.136,0.093,231.671667,-56.561944,0.301888,3.312488,-1.350e-15,*,*,51490.00,329.00,*,*,13.000,*,TDB,*,*,0.11,*,*,*,*,*,*,*,*,*,*,*,*,*,4.79,4.79,0.53,0.01,-2.87,4.67,*,pksmb,000000040000,2003,*,*,*,2.52e+00,3.89e+07,1.95e+11,1.76e+32,7.69e+30,*,*,*,*,*,6.64e+01
B1523-55,J1527-5552,15:27:40.9,-55:52:07,*,*,*,43558.00,244.772,-35.716,*,*,323.639,0.59,231.920417,-55.868611,1.048705,0.953557,-1.026e-14,*,*,43558.00,362.70,*,34.00,17.000,*,TDB,0.00,17.00,0.84,*,*,*,*,*,*,*,*,*,*,*,*,*,5.32,5.32,3.74,0.05,-3.15,4.22,*,"mol2,pks70,pksmb,htru_pks",000010044010,1978,*,*,4.81e+02,2.38e+01,1.47e+06,3.48e+12,3.86e+32,1.36e+31,*,*,*,*,*,2.83e+01
J1528-3146,J1528-3146,15:28:34.9,-31:46:06.8,*,*,*,52500.00,237.701,-12.476,*,*,337.939,20.217,232.145643,-31.768566,0.060822,16.441357,-6.731e-17,*,*,52500.00,18.16,*,-32.00,0.590,1.290,TDB,*,*,1.10,*,DD,52502.4014,3.1803,11.4523,296.84,2.130e-04,*,*,*,0.9429,1.1549,CO[jbo+07],0.77,0.77,6.28,0.27,-0.27,7.83,*,pkssw,000000100000,2007,*,*,*,6.52e-01,3.87e+09,3.94e+09,4.37e+31,7.37e+31,*,*,*,*,*,1.64e+02
J1528-5547,J1528-5547,15:28:39.1,-55:47:23,*,*,*,55839.00,244.903,-35.599,*,*,323.796,0.579,232.16325,-55.789722,3.467302,0.288409,-6.446e-16,*,*,55839.00,269.00,*,*,52.900,110.000,TDB,*,*,0.07,*,*,*,*,*,*,*,*,*,*,*,*,*,4.47,4.47,2.72,0.05,-2.64,4.89,*,htru_pks,000010000000,2015,*,*,*,1.40e+00,7.09e+06,5.25e+12,7.34e+30,3.67e+29,*,*,*,*,*,1.18e+00
J1529-5355,J1529-5355,15:29:57.6,-53:55:36,*,*,*,51485.00,244.452,-33.764,*,*,325.006,2.009,232.49,-53.926667,0.891265,1.122001,-1.020e-15,*,*,51485.00,292.00,*,-374.90,56.000,*,TDB,*,*,0.37,*,*,*,*,*,*,*,*,*,*,*,*,*,6.24,6.24,10.23,0.22,-3.58,3.39,*,"pksmb,htru_pks",000010040000,2003,*,*,*,1.44e+01,1.74e+07,8.60e+11,4.52e+31,1.16e+30,*,*,*,*,*,1.14e+01
J1529-5611,J1529-5611,15:29:35.8,-56:11:29,*,*,*,51311.00,245.207,-35.943,*,*,323.678,0.173,232.399167,-56.191389,0.822249,1.216177,-6.064e-15,*,*,51311.00,149.00,*,*,42.000,*,TDB,*,*,0.14,*,*,*,*,*,*,*,*,*,*,*,*,*,3.32,3.32,0.45,0.01,-1.97,5.83,*,"pksmb,htru_pks",000010040000,2003,*,*,*,1.54e+00,3.18e+06,1.86e+12,2.91e+32,2.64e+31,*,*,*,*,*,3.13e+01
J1530-5327,J1530-5327,15:30:26.8,-53:27:56.3,*,*,*,51253.00,244.374,-33.302,*,*,325.328,2.347,232.611958,-53.465639,0.278957,3.584785,-6.018e-14,*,*,51253.00,49.60,*,-19.00,14.000,*,TDB,*,*,0.59,*,*,*,*,*,*,*,*,*,*,*,*,*,1.12,1.12,2.03,0.05,-0.64,7.58,*,"pksmb,htru_pks",000010040000,2001,*,*,*,7.40e-01,9.44e+05,1.16e+12,8.52e+33,6.79e+33,*,*,*,*,*,5.00e+02
J1530-63,J1530-63,15:30:52,-63:43:33,*,*,*,55561.00,248.474,-43.047,*,*,319.51,-6.111,232.716667,-63.725833,0.910300,1.098539,*,*,*,55561.00,206.50,*,195.00,32.000,11.000,TDB,*,*,0.43,*,*,*,*,*,*,*,*,*,*,*,*,*,11.55,11.55,-21.98,-1.23,-7.46,-0.23,*,htru_pks,000010000000,2012,*,*,*,5.74e+01,*,*,*,*,*,*,*,*,*,*
J1531-5610,J1531-5610,15:31:27.9,-56:10:55.0,*,*,*,51448.00,245.51,-35.857,*,*,323.897,0.033,232.866292,-56.181944,0.084202,11.876247,-1.938e-12,*,*,51448.00,110.41,*,-50.00,5.800,11.000,TDB,*,*,0.60,*,*,*,*,*,*,*,*,*,*,*,*,*,2.84,2.84,0.06,0.0,-1.67,6.21,*,"pksmb,htru_pks",000010040000,2003,*,*,*,4.84e+00,9.71e+04,1.09e+12,9.09e+35,1.13e+35,*,*,*,*,*,1.71e+04
B1530+27,J1532+2745,15:32:10.3,+27:45:49.4,*,*,*,49666.00,221.061,45.125,*,*,43.481,54.495,233.043185,27.763721,1.124836,0.889019,-6.161e-16,-8.500e-28,*,49666.00,14.69,*,1.00,25.700,35.700,TDB,0.00,13.00,0.80,*,*,*,*,*,*,*,*,*,*,*,*,*,1.32,1.32,11.96,1.07,0.53,7.94,*,"gb1,ar4,gb4",000000030020,1978,*,1,2.27e+01,1.39e+00,2.29e+07,9.48e+11,2.16e+31,1.24e+31,*,*,*,*,*,6.24e+00
J1532-5308,J1532-5308,15:32:35.5,-53:08:06,*,*,*,51587.00,244.627,-32.893,*,*,325.78,2.434,233.147917,-53.135,0.443825,2.253142,-3.300e-16,*,*,51587.00,181.00,*,*,26.000,*,TDB,*,*,0.25,*,*,*,*,*,*,*,*,*,*,*,*,*,3.82,3.82,7.69,0.16,-2.15,5.34,*,pksmb,000000040000,2003,*,*,*,3.65e+00,1.08e+08,1.72e+11,2.94e+31,2.01e+30,*,*,*,*,*,1.84e+01
J1532-56,J1532-56,15:32:18,-56:32,*,*,*,56657.00,245.775,-36.158,*,*,323.79,-0.321,233.075,-56.533333,0.522977,1.912130,*,*,*,56657.00,282.00,*,*,27.000,54.000,TDB,*,*,0.10,*,*,*,*,*,*,*,*,*,*,*,*,*,4.44,4.44,-1.58,-0.02,-2.62,4.92,*,htru_pks,000010000000,2015,*,*,*,1.97e+00,*,*,*,*,*,*,*,*,*,*
J1534-4428,J1534-4428,15:34:52.0,-44:28:09.4,*,*,*,55337.00,242.36,-24.45,*,*,331.161,9.261,233.716667,-44.469278,1.221426,0.818715,-1.207e-16,*,*,55337.00,137.30,*,24.00,14.000,178.000,TDB,*,*,0.55,*,*,*,*,*,*,*,*,*,*,*,*,*,9.64,9.64,22.10,1.55,-4.59,0.17,*,htru_pks,000010000000,2012,*,*,*,5.11e+01,1.08e+08,4.74e+11,3.90e+30,4.20e+28,*,*,*,*,*,2.44e+00
B1530-53,J1534-5334,15:34:08.3,-53:34:19.3,*,*,*,46902.00,245.039,-33.247,*,*,325.716,1.944,233.534875,-53.572028,1.368881,0.730524,-7.610e-16,*,*,46800.00,24.82,*,-46.00,17.000,66.000,TDB,*,70.00,6.80,*,*,*,*,*,*,*,*,*,*,*,*,*,0.81,0.81,0.84,0.03,-0.46,7.83,*,"mol1,mol2,pks1,pks70,pksmb,htru_pks",000010045011,1968,*,*,4.59e+01,4.46e+00,1.52e+07,1.41e+12,2.19e+31,3.35e+31,*,*,*,*,*,5.17e+00
B1530-539,J1534-5405,15:34:33.5,-54:05:39.7,*,*,*,48360.60,245.288,-33.73,*,*,325.463,1.483,233.639958,-54.094361,0.289689,3.451979,-1.839e-14,*,*,48360.60,190.82,*,-86.80,6.100,21.000,TDB,*,*,1.20,*,*,*,*,*,*,*,*,*,*,*,*,*,3.75,3.75,4.94,0.1,-2.13,5.41,*,"pks1,pksmb,htru_pks",000010041000,1992,*,*,*,1.69e+01,2.97e+06,6.77e+11,2.51e+33,1.78e+32,*,*,*,*,*,2.61e+02
J1535-5450,J1535-5450,15:35:58.2,-54:50:26,*,*,*,51448.00,245.781,-34.388,*,*,325.194,0.757,233.99275,-54.840556,0.566734,1.764496,-4.464e-14,*,*,51448.00,219.80,*,*,9.400,*,TDB,*,*,0.17,*,*,*,*,*,*,*,*,*,*,*,*,*,3.95,3.95,2.91,0.05,-2.25,5.26,*,pksmb,000000040000,2003,*,*,*,2.65e+00,6.26e+05,2.88e+12,3.11e+33,1.99e+32,*,*,*,*,*,1.49e+02
J1535-5848,J1535-5848,15:35:16.7,-58:48:27.7,*,*,*,51760.00,247.101,-38.211,*,*,322.797,-2.406,233.819833,-58.807694,0.307178,3.255445,-2.878e-14,*,*,51760.00,107.00,*,122.70,5.800,12.000,TDB,*,*,0.35,*,*,*,*,*,*,*,*,*,*,*,*,*,2.97,2.97,-4.49,-0.12,-1.79,6.14,*,"pksmb,htru_pks",000010040000,2003,*,*,*,3.09e+00,1.79e+06,9.24e+11,3.70e+33,4.19e+32,*,*,*,*,*,2.99e+02
J1536-5433,J1536-5433,15:36:04.8,-54:33:15,*,*,*,51138.00,245.701,-34.109,*,*,325.374,0.98,234.020083,-54.554167,0.881438,1.134509,-2.460e-15,*,*,51138.00,147.50,*,-155.00,36.000,66.000,TDB,*,*,1.30,*,*,*,*,*,*,*,*,*,*,*,*,*,3.31,3.31,2.52,0.06,-1.88,5.78,*,"pksmb,htru_pks",000010040000,2001,*,*,*,1.42e+01,7.31e+06,1.31e+12,1.10e+32,1.01e+31,*,*,*,*,*,1.80e+01
J1536-5907,J1536-5907,15:36:17.7,-59:07:03.6,*,*,*,54211.60,247.378,-38.468,*,*,322.722,-2.734,234.073833,-59.117667,0.557841,1.792627,-4.390e-15,*,*,54211.60,316.00,*,*,13.000,*,TDB,*,*,0.22,*,*,*,*,*,*,*,*,*,*,*,*,*,8.13,8.13,-15.07,-0.39,-4.92,2.04,*,"pksmb,htru_pks",000010040000,2009,*,*,*,1.45e+01,6.47e+06,8.83e+11,3.11e+32,4.70e+30,*,*,*,*,*,4.77e+01
J1537-4912,J1537-4912,15:37:28.2,-49:12:03,*,*,*,53000.00,244.226,-28.9,*,*,328.705,5.181,234.3675,-49.200833,0.301311,3.318833,-2.128e-14,*,*,53000.00,69.70,*,*,22.000,*,TDB,*,*,0.31,*,*,*,*,*,*,*,*,*,*,*,*,*,2.05,2.05,6.29,0.19,-1.06,6.76,*,"pkssw,pksmb",000000140000,2001,*,*,*,1.30e+00,2.47e+06,7.72e+11,2.79e+33,6.63e+32,*,*,*,*,*,2.65e+02
J1537-5153,J1537-5153,15:37:15.7,-51:53:06,*,*,*,51423.00,245.023,-31.495,*,*,327.088,3.035,234.315542,-51.885,1.528124,0.654397,-1.787e-15,*,*,51423.00,93.00,*,*,23.000,*,TDB,*,*,0.07,*,*,*,*,*,*,*,*,*,*,*,*,*,2.74,2.74,4.92,0.15,-1.49,6.2,*,pksmb,000000040000,2003,*,*,*,5.26e-01,5.80e+06,2.56e+12,4.62e+31,6.15e+30,*,*,*,*,*,6.71e+00
J1537-5645,J1537-5645,15:37:51.0,-56:45:04,*,*,*,51306.00,246.757,-36.144,*,*,324.283,-0.943,234.4625,-56.751111,0.430464,2.323074,-1.500e-14,*,*,51306.00,707.00,*,-4.00,67.000,*,TDB,*,*,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,8.46,8.46,-11.64,-0.14,-4.94,1.63,*,"pksmb,htru_pks",000010040000,2001,*,*,*,7.16e+01,2.45e+06,1.11e+12,1.38e+33,1.92e+31,*,*,*,*,*,1.30e+02
J1538-5438,J1538-5438,15:38:48.9,-54:38:17,*,*,*,51138.00,246.189,-34.078,*,*,325.645,0.679,234.703958,-54.638056,0.276726,3.613681,-1.860e-14,*,*,51138.00,136.90,*,*,11.000,*,TDB,*,*,0.24,*,*,*,*,*,*,*,*,*,*,*,*,*,3.18,3.18,1.62,0.04,-1.79,5.87,*,pksmb,000000040000,2001,*,*,*,2.43e+00,3.08e+06,6.35e+11,2.65e+33,2.62e+32,*,*,*,*,*,2.81e+02
J1538-5519,J1538-5519,15:38:40.8,-55:19:46,*,*,*,54221.10,246.4,-34.748,*,*,325.219,0.134,234.670125,-55.329444,0.395731,2.526971,-2.618e-16,*,*,54221.10,611.00,*,*,86.000,*,TDB,*,*,0.42,*,*,*,*,*,*,*,*,*,*,*,*,*,5.94,5.94,1.43,0.01,-3.39,3.62,*,"pksmb,htru_pks",000010040000,2009,*,*,*,1.48e+01,1.53e+08,1.29e+11,2.61e+31,7.40e+29,*,*,*,*,*,1.95e+01
J1538-5551,J1538-5551,15:38:45.0,-55:51:36.9,*,*,*,51886.00,246.593,-35.254,*,*,324.912,-0.299,234.687625,-55.86025,0.104675,9.553387,-2.928e-13,*,*,51886.00,604.60,*,*,11.000,*,TDB,*,*,0.25,*,*,*,*,*,*,*,*,*,*,*,*,*,5.99,5.99,-3.16,-0.03,-3.44,3.6,*,"pksmb,htru_pks",000010040000,2004,*,*,*,8.97e+00,5.17e+05,5.86e+11,1.10e+35,3.08e+33,*,*,*,*,*,4.79e+03
J1538-5621,J1538-5621,15:38:43.2,-56:21:55.5,*,*,*,55912.00,246.764,-35.74,*,*,324.608,-0.703,234.680375,-56.365417,1.908494,0.523973,-2.007e-15,*,*,55912.00,150.00,*,*,34.100,60.600,TDB,*,*,0.14,*,*,*,*,*,*,*,*,*,*,*,*,*,3.31,3.31,-1.84,-0.04,-1.92,5.8,*,htru_pks,000010000000,2015,*,*,*,1.53e+00,4.14e+06,3.78e+12,4.15e+31,3.79e+30,*,*,*,*,*,5.10e+00
J1538-5638,J1538-5638,15:38:05.7,-56:38:12,*,*,*,51490.00,246.756,-36.025,*,*,324.378,-0.871,234.52375,-56.636667,0.843980,1.184862,-9.996e-15,*,*,51490.00,546.00,*,*,46.000,*,TDB,*,*,0.28,*,*,*,*,*,*,*,*,*,*,*,*,*,7.04,7.04,-8.30,-0.11,-4.1,2.78,*,"pksmb,htru_pks",000010040000,2003,*,*,*,1.39e+01,1.88e+06,2.48e+12,4.68e+32,9.43e+30,*,*,*,*,*,3.87e+01
J1538-5732,J1538-5732,15:38:18.1,-57:32:29.3,*,*,*,51803.00,247.113,-36.883,*,*,323.865,-1.617,234.57575,-57.541472,0.341213,2.930722,-3.908e-14,*,*,51803.00,152.70,*,36.60,*,*,TDB,*,*,0.35,*,*,*,*,*,*,*,*,*,*,*,*,*,3.43,3.43,-4.31,-0.1,-2.02,5.73,*,"pksmb,htru_pks",000010040000,2006,*,*,*,4.12e+00,1.19e+06,1.26e+12,4.52e+33,3.84e+32,*,*,*,*,*,2.98e+02
J1538-5750,J1538-5750,15:38:08.4,-57:50:17.1,*,*,*,51484.00,247.194,-37.174,*,*,323.672,-1.843,234.535042,-57.838083,0.506568,1.974067,-1.637e-16,*,*,51484.00,91.00,*,*,4.700,145.000,TDB,*,*,0.06,*,*,*,*,*,*,*,*,*,*,*,*,*,2.52,2.52,-2.93,-0.08,-1.49,6.47,*,pksmb,000000040000,2003,*,*,*,3.81e-01,1.91e+08,1.48e+11,1.28e+31,2.01e+30,*,*,*,*,*,1.06e+01
J1539-4828,J1539-4828,15:39:40.8,-48:28:57,*,*,*,54845.00,244.412,-28.112,*,*,329.428,5.541,234.920167,-48.4825,1.272842,0.785644,-7.820e-16,*,*,54845.00,117.00,*,*,18.000,91.000,TDB,*,*,0.21,*,*,*,*,*,*,*,*,*,*,*,*,*,3.46,3.46,11.30,0.33,-1.75,5.53,*,"pksmb,htru_pks",000010040000,2009,*,*,*,2.51e+00,1.59e+07,1.29e+12,2.43e+31,2.03e+30,*,*,*,*,*,5.84e+00
J1539-5521,J1539-5521,15:39:07.9,-55:21:11.2,*,*,*,51730.00,246.483,-34.753,*,*,325.256,0.077,234.783208,-55.353111,1.004958,0.995066,-7.208e-16,*,*,51730.00,380.00,*,*,23.000,*,TDB,*,*,0.14,*,*,*,*,*,*,*,*,*,*,*,*,*,4.91,4.91,0.51,0.01,-2.8,4.47,*,"pksmb,htru_pks",000010040000,2003,*,*,*,3.38e+00,2.19e+07,8.66e+11,2.83e+31,1.17e+30,*,*,*,*,*,7.99e+00
B1535-56,J1539-5626,15:39:13.9,-56:26:25.4,*,*,*,48376.00,246.873,-35.792,*,*,324.621,-0.806,234.808167,-56.440389,0.243392,4.108595,-8.186e-14,*,*,48376.00,175.85,*,-18.00,8.800,17.000,TDB,*,*,4.60,*,*,*,*,*,*,*,*,*,*,*,*,*,3.54,3.54,-2.47,-0.05,-2.05,5.61,*,"pks1,pksmb,htru_pks",000010041000,1992,*,1,*,5.76e+01,7.95e+05,1.10e+12,1.33e+34,1.06e+33,*,*,*,*,*,7.15e+02
J1540-5736,J1540-5736,15:40:59.0,-57:36:57,*,*,*,51309.00,247.57,-36.852,*,*,324.109,-1.891,235.245917,-57.615833,0.612916,1.631544,-1.120e-15,*,*,51309.00,304.50,*,-414.00,14.000,27.000,TDB,*,*,0.24,*,*,*,*,*,*,*,*,*,*,*,*,*,6.35,6.35,-10.05,-0.21,-3.72,3.36,*,"pksmb,htru_pks",000010040000,2001,*,*,*,9.68e+00,2.31e+07,5.14e+11,7.21e+31,1.79e+30,*,*,*,*,*,2.09e+01
J1541-5535,J1541-5535,15:41:49.6,-55:35:01,*,*,*,51527.00,247.007,-34.868,*,*,325.424,-0.337,235.456667,-55.583611,0.295838,3.380233,-8.572e-13,*,*,51527.00,426.10,*,-256.00,14.000,*,TDB,*,*,0.22,*,*,*,*,*,*,*,*,*,*,*,*,*,5.16,5.16,-2.50,-0.03,-2.93,4.25,*,"pksmb,htru_pks",000010040000,2003,*,*,*,5.86e+00,6.25e+04,4.77e+12,1.14e+35,4.30e+33,*,*,*,*,*,1.73e+03
J1542-5034,J1542-5034,15:42:45.4,-50:34:01.4,*,*,*,48958.00,245.581,-29.996,*,*,328.568,3.577,235.689463,-50.567056,0.599245,1.668766,-1.105e-14,*,*,48958.00,91.00,*,-70.00,7.300,15.000,TDB,*,21.00,0.55,*,*,*,*,*,*,*,*,*,*,*,*,*,2.73,2.73,5.68,0.17,-1.42,6.18,*,"pks70,pksmb,htru_pks",000010044000,1996,*,*,1.57e+02,4.10e+00,2.39e+06,1.56e+12,7.28e+32,9.77e+31,*,*,*,*,*,6.80e+01
J1542-5133,J1542-5133,15:42:19.9,-51:33:35,*,*,*,51911.00,245.806,-30.972,*,*,327.913,2.827,235.583042,-51.559722,1.783865,0.560581,-1.850e-16,*,*,51911.00,186.00,*,*,35.000,59.000,TDB,*,*,0.27,*,*,*,*,*,*,*,*,*,*,*,*,*,4.06,4.06,9.17,0.2,-2.15,5.06,*,"pksmb,htru_pks",000010040000,2004,*,*,*,4.45e+00,4.80e+07,1.04e+12,4.09e+30,2.48e+29,*,*,*,*,*,1.71e+00
J1542-5303,J1542-5303,15:42:54.5,-53:03:41,*,*,*,51491.00,246.372,-32.397,*,*,327.073,1.578,235.727125,-53.061389,1.207568,0.828111,-5.335e-14,*,*,51491.00,265.70,*,*,54.000,72.000,TDB,*,*,0.35,*,*,*,*,*,*,*,*,*,*,*,*,*,5.37,5.37,7.32,0.15,-2.92,3.99,*,"pksmb,htru_pks",000010040000,2003,*,*,*,1.01e+01,2.46e+05,9.81e+12,1.74e+33,6.05e+31,*,*,*,*,*,5.22e+01
B1540-06,J1543-0620,15:43:30.1,-06:20:45.2,-17.000,-4.000,*,49423.00,235.086,13.054,*,*,0.566,36.608,235.875658,-6.345903,0.709064,1.410310,-1.749e-15,1.310e-26,*,49423.00,18.38,*,-1.80,8.100,16.600,TDB,0.00,40.00,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.12,1.12,10.96,0.67,0.01,7.6,*,"mol2,gb2,pks70",000000004050,1978,*,*,5.02e+01,2.51e+00,1.28e+07,7.99e+11,9.74e+31,7.76e+31,17.464,92.733,8.79e-16,1.28e+07,7.99e+11,2.10e+01
B1541+09,J1543+0929,15:43:38.8,+09:29:16.3,-7.610,-2.870,0.130,52275.00,231.05,28.435,*,*,17.811,45.775,235.911771,9.487872,0.748448,1.336097,-7.720e-16,-1.390e-26,*,48716.00,34.98,*,21.00,46.200,275.200,TDB,0.00,78.00,5.90,*,*,*,*,*,*,*,*,*,*,*,*,*,5.90,25.00,25.06,4.23,1.26,4.58,*,"misc,mol2,gb4",000000410010,1969,*,*,2.72e+03,2.05e+02,2.74e+07,5.76e+11,4.07e+31,1.17e+30,8.133,227.500,4.32e-16,2.75e+07,5.75e+11,1.29e+01
J1543-5013,J1543-5013,15:43:58.2,-50:13:58,*,*,*,51456.00,245.697,-29.623,*,*,328.925,3.725,235.992708,-50.232778,0.644255,1.552180,-2.441e-14,*,*,51456.00,211.00,*,*,15.000,*,TDB,*,*,0.17,*,*,*,*,*,*,*,*,*,*,*,*,*,5.80,5.80,13.71,0.38,-2.99,3.54,*,pksmb,000000040000,2003,*,*,*,5.72e+00,1.01e+06,2.59e+12,1.50e+33,4.45e+31,*,*,*,*,*,9.06e+01
J1543-5459,J1543-5459,15:43:56.2,-54:59:13.7,*,*,*,51139.00,247.161,-34.212,*,*,326.024,-0.044,235.984375,-54.987139,0.377119,2.651686,-3.658e-13,*,*,51139.00,345.90,*,28.00,15.000,37.000,TDB,*,*,0.62,*,*,*,*,*,*,*,*,*,*,*,*,*,4.66,4.66,-0.26,-0.0,-2.6,4.64,*,"pksmb,htru_pks",000010040000,2001,*,*,*,1.35e+01,1.15e+05,4.48e+12,3.83e+34,1.76e+33,*,*,*,*,*,7.83e+02
B1541-52,J1544-5308,15:44:59.8,-53:08:46.5,*,*,*,43555.80,246.756,-32.396,*,*,327.271,1.32,236.24935,-53.14625,0.178554,5.600553,-1.904e-15,*,*,43555.80,35.16,*,-29.00,4.600,11.000,TDB,*,23.00,3.60,*,*,*,*,*,*,*,*,*,*,*,*,*,0.93,0.93,0.81,0.02,-0.5,7.72,*,"mol2,pks1,pks70,pksmb,htru_pks,ghrs",004010045010,1978,*,*,1.99e+01,3.11e+00,4.66e+07,1.05e+11,4.21e+32,4.87e+32,*,*,*,*,*,1.73e+02
J1546-5302,J1546-5302,15:46:07.4,-53:02:23.0,*,*,*,51398.00,246.916,-32.249,*,*,327.47,1.301,236.530833,-53.039722,0.580840,1.721645,-3.498e-14,*,*,51398.00,287.00,*,-1135.00,8.800,190.000,TDB,*,*,0.32,*,*,*,*,*,*,*,*,*,*,*,*,*,5.33,5.33,6.52,0.12,-2.87,4.01,*,"pksmb,htru_pks",000010040000,2003,*,*,*,9.09e+00,7.80e+05,2.65e+12,2.38e+33,8.37e+31,*,*,*,*,*,1.27e+02
J1547-5750,J1547-5750,15:47:30.6,-57:50:29.4,*,*,*,52044.00,248.694,-36.827,*,*,324.663,-2.601,236.8775,-57.8415,0.647198,1.545123,-6.100e-17,*,*,52044.00,148.00,*,*,39.000,*,TDB,*,*,0.23,*,*,*,*,*,*,*,*,*,*,*,*,*,3.46,3.46,-6.72,-0.16,-2.0,5.68,*,"pksmb,htru_pks",000010040000,2004,*,*,*,2.75e+00,4.01e+08,1.30e+11,3.72e+30,3.11e+29,*,*,*,*,*,4.50e+00
J1547-5839,J1547-5839,15:47:34.9,-58:39:09.8,*,*,*,51876.00,248.983,-37.605,*,*,324.167,-3.243,236.895792,-58.652722,0.242190,4.128984,-1.013e-14,*,*,51876.00,222.30,*,-60.00,13.000,42.000,TDB,*,*,0.41,*,*,*,*,*,*,*,*,*,*,*,*,*,5.68,5.68,-12.58,-0.32,-3.32,3.9,*,"pksmb,htru_pks",000010040000,2003,*,*,*,1.32e+01,6.46e+06,3.84e+11,1.65e+33,5.12e+31,*,*,*,*,*,2.53e+02
J1548-4821,J1548-4821,15:48:23.2,-48:21:49.7,*,*,*,51587.00,245.959,-27.634,*,*,330.649,4.753,237.096917,-48.363806,0.145655,6.865552,-3.771e-17,*,*,51587.00,126.00,*,-137.00,12.000,*,TDB,*,*,0.51,*,*,*,*,*,*,*,*,*,*,*,*,*,3.44,3.44,10.44,0.29,-1.68,5.51,*,"pksmb,htru_pks",000010040000,2003,*,*,*,6.04e+00,2.88e+09,1.09e+10,1.02e+31,8.64e+29,*,*,*,*,*,3.31e+01
J1548-4927,J1548-4927,15:48:19.4,-49:27:40.4,*,*,*,51685.00,246.253,-28.7,*,*,329.956,3.9,237.081125,-49.461222,0.602738,1.659095,-1.114e-14,*,*,51685.00,141.20,*,-228.60,12.000,20.000,TDB,*,*,0.69,*,*,*,*,*,*,*,*,*,*,*,*,*,3.52,3.52,9.60,0.24,-1.76,5.46,*,"pksmb,htru_pks",000010040000,2003,*,*,*,8.55e+00,2.36e+06,1.58e+12,7.30e+32,5.89e+31,*,*,*,*,*,6.77e+01
