Ind,source_id,ref_epoch,ra,ra_error,decl,dec_error,parallax,parallax_error,parallax_over_error,frac_para_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_obs_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,phot_g_n_obs,phot_g_mean_flux,phto_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_G,G_rp,radial_velocity,radial_velocity_error,l,b,ecl_lat,ecl_lon,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,radius_val,radius_percentile_upper,radius_percentile_lower,lum_val,lum_percentile_upper,lum_percentile_lower,dist.c,fwhm_lo.c,fwhm_hi.c,sd.c,teff_val.c,sptype.c,project,name
2113482,5057324648171899776,2015.5,53.0851,0.0484345,-28.4745,0.0733563,2.65817,0.097278,27.3255,0.0365959,5.03585,0.10796,-9.53378,0.150526,438.0,537.493,0.242146,1.78712,17.0,489.0,2120.9,1.71513,1236.59,17.3721,18.745,16.2048,2.54024,1.37296,1.16727,0.0,0.0,224.702,-54.5587,-45.8062,40.7649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.069,361.445,394.107,13.8695,3675.03,M1V,LADUMA,LADUMA
2164291,5057435939364186240,2015.5,53.3949,0.0138076,-28.0366,0.0225208,2.6436,0.0274562,96.2843,0.0103859,21.7075,0.0347397,-3.48651,0.0512616,524.0,855.476,0.0,0.0,18.0,559.0,172183.0,17.9783,9577.25,12.5984,12.9349,12.0984,0.836507,0.336551,0.499956,10.479,1.5236,224.022,-54.2278,-45.4874,41.3452,100001.0,5791.0,5694.0,5840.0,0.0677,0.017,0.1373,0.979534,1.01319,0.963165,0.972182,0.988874,0.95549,378.343,373.771,383.028,3.93076,0.0,G2V,LADUMA,LADUMA
2172936,5057496103266032256,2015.5,52.8341,0.0408454,-27.881,0.0729443,2.64114,0.092516,28.5479,0.0350288,32.9795,0.112055,16.0759,0.177601,711.0,788.719,0.0,0.0,17.0,756.0,2161.45,1.47932,1461.11,17.3515,18.5608,16.2475,2.31328,1.20927,1.10401,0.0,0.0,223.634,-54.6952,-45.1729,40.7578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.426,364.354,395.799,13.3527,3709.38,M1V,LADUMA,LADUMA
2416620,5057495828388125568,2015.5,52.86,0.0171843,-27.9139,0.0275769,2.57424,0.0342812,75.0918,0.013317,4.33339,0.0471857,3.63106,0.0691866,692.0,2298.61,0.11927,12.2457,18.0,685.0,494926.0,239.574,2065.86,11.452,11.7354,11.0377,0.697698,0.283364,0.414333,48.6038,0.512394,223.696,-54.6774,-45.2117,40.7723,100001.0,6001.27,5755.84,6216.6,0.4945,0.3524,0.6316,1.58001,1.71763,1.47245,2.91735,2.97694,2.85776,388.583,382.582,394.775,5.17788,0.0,F9V,LADUMA,LADUMA
2874630,5057326709756197248,2015.5,53.15,0.0131555,-28.4048,0.0201545,2.4577,0.0258435,95.0997,0.0105153,56.5684,0.0312894,-17.3459,0.043949,488.0,995.418,0.0,0.0,19.0,470.0,345114.0,86.8777,3972.42,11.8435,12.3142,11.2391,1.07512,0.470752,0.604371,67.455,0.546901,224.596,-54.4928,-45.7603,40.876,100001.0,5161.47,5013.67,5438.0,0.0,0.0,0.0,1.94338,2.05965,1.75076,2.41492,2.45783,2.37202,406.96,401.982,412.063,4.28077,0.0,K1V,LADUMA,LADUMA
2915299,5057401098589685504,2015.5,52.743,0.0430797,-28.0274,0.0754344,2.44793,0.091562,26.7353,0.0374038,13.7704,0.110814,-0.604095,0.182049,677.0,779.331,0.181442,1.26546,19.0,707.0,2105.49,1.23669,1702.53,17.38,18.6347,16.2532,2.38152,1.25472,1.1268,0.0,0.0,223.865,-54.7959,-45.283,40.5793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.482,392.154,428.413,15.3967,3688.31,M1V,LADUMA,LADUMA
2940400,5057427310773401216,2015.5,53.1947,0.0565326,-28.1899,0.0938392,2.442,0.115914,21.0673,0.047467,18.7474,0.151414,0.00250399,0.221976,521.0,598.568,0.196909,0.825786,18.0,564.0,1481.59,1.19326,1241.63,17.7615,19.118,16.598,2.52001,1.35643,1.16358,0.0,0.0,224.239,-54.4243,-45.5718,41.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.076,389.207,435.552,19.6794,3673.17,M1.5V,LADUMA,LADUMA
34747,5057382132014132992,2015.5,52.8887,0.0381288,-28.2669,0.0691319,2.41985,0.0908701,26.6298,0.037552,15.928,0.0915007,0.214968,0.155655,581.0,693.705,0.161752,1.11242,19.0,628.0,2610.98,1.47196,1773.81,17.1464,18.3734,16.0323,2.34116,1.22708,1.11408,0.0,0.0,224.307,-54.702,-45.5521,40.6344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.24,396.644,433.471,15.6378,3700.11,M1V,LADUMA,LADUMA
537904,5057426692298102016,2015.5,53.2909,0.0440472,-28.2055,0.0703232,2.30837,0.0887457,26.011,0.0384452,14.8684,0.117387,-13.3328,0.169979,537.0,625.615,0.208962,1.45538,18.0,555.0,2137.34,1.4729,1451.11,17.3637,18.5416,16.277,2.26454,1.17787,1.08667,0.0,0.0,224.286,-54.3425,-45.6153,41.1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.286,415.417,454.953,16.7881,3728.85,M1V,LADUMA,LADUMA
555498,5057435836283586304,2015.5,53.3895,0.0499929,-28.0492,0.0810657,2.30467,0.101984,22.5983,0.0442512,11.2083,0.128805,-20.5169,0.194171,569.0,1166.91,0.558913,13.8174,18.0,602.0,2701.9,2.65826,1016.42,17.1092,18.3381,15.8804,2.45769,1.22887,1.22882,0.0,0.0,224.042,-54.2343,-45.4977,41.3328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.336,413.683,459.383,19.4055,3699.25,M1V,LADUMA,LADUMA
565868,5057479919829312640,2015.5,53.055,0.0209906,-28.0423,0.0368325,2.30251,0.047661,48.3102,0.0206996,10.0447,0.0564522,-19.4213,0.0820897,655.0,597.399,0.0,0.0,18.0,685.0,6965.22,2.63775,2640.59,16.081,16.9616,15.1509,1.81079,0.880621,0.930168,0.0,0.0,223.958,-54.5254,-45.391,40.9404,100001.0,3901.02,3860.0,3971.4,0.6807,0.4129,0.8511,0.665565,0.679784,0.642181,0.0924243,0.09662,0.0882287,434.621,424.27,445.49,9.01025,0.0,M0V,LADUMA,LADUMA
895788,5057378730400031104,2015.5,52.9901,0.0127347,-28.2913,0.0218502,2.23582,0.026223,85.2618,0.0117286,-5.35686,0.0315366,-5.67553,0.0436626,569.0,1267.45,0.0,2.42051e-15,19.0,563.0,435162.0,143.144,3040.04,11.5917,11.8294,11.2104,0.619024,0.237667,0.381357,16.476,0.683153,224.37,-54.6169,-45.6056,40.7423,100001.0,6845.0,6602.0,6995.48,0.0,0.0,0.0,1.30565,1.40353,1.25008,3.37162,3.43808,3.30516,447.366,441.27,453.632,5.24926,0.0,F2V,LADUMA,LADUMA
998815,5057478717238470656,2015.5,53.0786,0.00915519,-28.0878,0.0157039,2.21585,0.0198892,111.41,0.00897586,47.4228,0.0242966,-6.81173,0.0343559,596.0,399.44,0.0,1.65618e-15,18.0,625.0,57935.1,7.4925,7732.41,13.781,14.1968,13.2142,0.982582,0.415769,0.566813,0.0,0.0,224.041,-54.5113,-45.4409,40.9462,100001.0,5341.67,5329.75,5357.67,0.0167,0.008,0.0921,0.813419,0.81706,0.808568,0.485322,0.497181,0.473463,451.355,446.634,456.177,4.0522,0.0,G9V,LADUMA,LADUMA
1017123,5057432915707214848,2015.5,53.3458,0.00855498,-28.1412,0.0144489,2.21233,0.0177063,124.946,0.00800347,8.87638,0.0231569,-0.944121,0.0353883,510.0,675.645,0.0333601,0.536315,17.0,526.0,108877.0,24.46,4451.21,13.096,13.4247,12.6087,0.815969,0.328637,0.487332,0.0,0.0,224.189,-54.2856,-45.5712,41.2365,100001.0,5842.0,5791.67,5928.5,0.04,0.004,0.12,0.913257,0.9292,0.886802,0.875239,0.895043,0.855436,452.061,447.84,456.362,3.61864,0.0,G1V,LADUMA,LADUMA
1056456,5057481019340930944,2015.5,53.2643,0.0141906,-28.0787,0.0237711,2.20475,0.0294428,74.8826,0.0133542,16.761,0.0362951,-5.813,0.0540102,521.0,1269.77,0.0,0.0,17.0,525.0,336686.0,74.2189,4536.39,11.8703,12.1582,11.4315,0.726667,0.287848,0.43882,65.4942,0.942444,224.065,-54.3478,-45.4881,41.1702,100001.0,6021.63,5647.5,6496.75,0.0,0.0,0.0,1.51073,1.71753,1.29785,2.7035,2.76174,2.64525,453.701,446.675,460.952,6.06239,0.0,F9V,LADUMA,LADUMA
1354300,5057431472598243968,2015.5,53.5027,0.0168196,-28.1333,0.0282437,2.14971,0.0339236,63.3693,0.0157805,39.7024,0.0425799,-112.535,0.0667725,527.0,430.938,0.0,1.76946e-15,18.0,570.0,11773.0,3.37476,3488.56,15.5111,16.1692,14.7323,1.43689,0.658027,0.778859,0.0,0.0,224.209,-54.1475,-45.6106,41.4264,100001.0,4519.79,4392.0,4827.0,0.1513,0.054,0.48,0.583811,0.618279,0.511864,0.128148,0.132918,0.123379,465.37,456.877,474.186,7.34999,0.0,K4.5V,LADUMA,LADUMA
1389713,5057420271323551232,2015.5,53.2912,0.0138339,-28.351,0.0223357,2.14335,0.0281383,76.172,0.0131282,-9.01766,0.0323033,-21.0435,0.0497116,477.0,996.152,0.0,0.0,19.0,462.0,342558.0,83.2375,4115.43,11.8515,12.253,11.3019,0.951074,0.401492,0.549582,-9.79722,0.635006,224.534,-54.3624,-45.7522,41.0698,100001.0,5378.0,5331.0,5497.02,0.0,0.0,0.0,2.01262,2.04826,1.92641,3.05282,3.11851,2.98713,466.693,459.586,474.023,6.13026,0.0,G9V,LADUMA,LADUMA
1470277,5057488956440487424,2015.5,53.2313,0.0182112,-27.8518,0.0299303,2.12904,0.0378247,56.287,0.0177661,3.78289,0.0465849,-5.19317,0.0681975,705.0,757.869,0.0,0.0,19.0,742.0,7949.84,2.2182,3583.91,15.9375,16.7116,15.0835,1.62814,0.774133,0.854003,0.0,0.0,223.673,-54.3436,-45.2647,41.2406,100001.0,4215.5,4139.64,4336.33,0.017,0.0,0.3631,0.597645,0.619749,0.564802,0.10162,0.105782,0.0974575,469.94,460.305,479.988,8.35811,0.0,K6V,LADUMA,LADUMA
1530922,5057422161109155200,2015.5,53.4263,0.0217653,-28.301,0.0352251,2.1184,0.0461566,45.8958,0.0217885,57.7324,0.0575252,-35.4918,0.0887945,459.0,475.338,0.0,0.0,17.0,499.0,7410.87,2.64778,2798.9,16.0137,16.704,15.2123,1.4917,0.690281,0.801416,0.0,0.0,224.477,-54.2377,-45.7456,41.2544,100001.0,4520.58,4349.08,4798.92,0.046,0.0037,0.3471,0.0,0.0,0.0,0.0,0.0,0.0,472.426,460.597,484.878,10.3107,0.0,K4.5V,LADUMA,LADUMA
1866750,5057425494003740800,2015.5,53.1835,0.0137544,-28.2575,0.023395,2.0616,0.028673,71.9003,0.0139082,-12.7552,0.0340893,-25.2132,0.0545838,520.0,436.774,0.0,0.0,19.0,560.0,17159.9,4.14769,4137.22,15.1021,15.7195,14.3658,1.35363,0.617378,0.736255,0.0,0.0,224.352,-54.4435,-45.6319,40.9878,100001.0,4924.67,4781.4,4981.0,0.188,0.1176,0.4008,0.581365,0.616727,0.568289,0.179101,0.185214,0.172989,485.214,477.393,493.296,6.75271,0.0,K2.5V,LADUMA,LADUMA
2232247,5057329527254744960,2015.5,53.097,0.0148796,-28.3982,0.021279,2.00364,0.0281502,71.1767,0.0140495,-5.28377,0.0338767,3.08605,0.0457761,474.0,1065.52,0.0,0.0,18.0,471.0,464322.0,203.501,2281.67,11.5213,11.9001,10.9977,0.9024,0.378803,0.523597,7.89956,0.53907,224.574,-54.5381,-45.7382,40.8165,100001.0,5833.52,5468.0,6700.13,1.3165,0.8257,1.7961,2.08895,2.37756,1.58352,4.55275,4.65758,4.44791,499.253,491.126,507.655,7.0188,0.0,G1V,LADUMA,LADUMA
2874845,5057476346416516864,2015.5,53.1646,0.00905217,-28.0507,0.0149673,1.90972,0.0192901,98.9999,0.010101,7.27013,0.0236804,8.14335,0.0338543,587.0,468.621,0.0,0.0,18.0,630.0,52980.9,7.5279,7037.94,13.8781,14.2748,13.3311,0.943677,0.396733,0.546944,0.0,0.0,223.996,-54.4309,-45.4318,41.0658,100001.0,5394.0,5361.5,5442.0,0.0945,0.0335,0.249,0.88221,0.892938,0.866716,0.593585,0.610067,0.577103,523.724,517.567,530.029,5.29169,0.0,G9V,LADUMA,LADUMA
129112,5057476277697040896,2015.5,53.1686,0.0166575,-28.066,0.0268554,1.87534,0.0359705,52.1355,0.0191808,-1.1681,0.0437606,4.13793,0.0599701,587.0,544.13,0.0,0.0,18.0,626.0,10918.4,3.51822,3103.38,15.593,16.369,14.7345,1.63454,0.77603,0.858514,0.0,0.0,224.023,-54.4296,-45.4474,41.0632,100001.0,4255.0,4008.24,4477.08,0.0,0.0,0.0,0.772281,0.870297,0.697564,0.176134,0.184003,0.168265,533.552,521.759,545.89,10.2467,0.0,K6V,LADUMA,LADUMA
150045,5057428311502321664,2015.5,53.4194,0.0108132,-28.2582,0.01752,1.87256,0.0219908,85.152,0.0117437,11.6995,0.0280993,-12.4552,0.042279,467.0,713.514,0.0,0.0,18.0,487.0,120472.0,24.0405,5011.2,12.9861,13.3165,12.5001,0.816479,0.330398,0.486081,0.0,0.0,224.403,-54.2378,-45.7033,41.267,100001.0,5834.5,5804.0,5869.75,0.174,0.0,0.3383,1.13812,1.15011,1.12449,1.35233,1.38713,1.31753,534.146,526.859,541.638,6.27549,0.0,G1V,LADUMA,LADUMA
176323,5057426593515359616,2015.5,53.3218,0.0135387,-28.2073,0.0221114,1.8691,0.0275923,67.7397,0.0147624,10.8072,0.0369553,3.03097,0.0558425,518.0,419.872,0.0,0.0,18.0,551.0,18185.7,4.28726,4241.8,15.039,15.6231,14.329,1.29412,0.584091,0.710026,0.0,0.0,224.296,-54.3159,-45.6262,41.1759,100001.0,5018.68,4909.36,5129.5,0.285,0.0834,0.5523,0.628963,0.657286,0.602079,0.226101,0.234371,0.21783,535.205,526.057,544.677,7.9065,0.0,K2V,LADUMA,LADUMA
205265,5057424531931068416,2015.5,53.1823,0.0122546,-28.2982,0.0214892,1.8653,0.026086,71.5058,0.0139849,-1.00415,0.0301258,6.15766,0.0467335,519.0,432.443,0.0,0.0,19.0,565.0,21831.8,4.65538,4689.58,14.8406,15.4357,14.126,1.30978,0.595094,0.714682,0.0,0.0,224.421,-54.4501,-45.6698,40.9665,100001.0,5006.5,4762.38,5044.0,0.556,0.3103,0.7459,0.694797,0.767855,0.684505,0.273242,0.282852,0.263633,536.274,527.583,545.256,7.50443,0.0,K2.5V,LADUMA,LADUMA
289480,5057396494384745984,2015.5,52.7454,0.039804,-28.1233,0.0714011,1.85426,0.0919342,20.1694,0.04958,26.4146,0.0960863,8.70465,0.151167,724.0,749.94,0.0,0.0,18.0,771.0,2188.14,1.22772,1782.27,17.3382,18.3879,16.3154,2.07248,1.04969,1.02279,0.0,0.0,224.03,-54.8073,-45.3738,40.5354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.435,511.419,575.197,27.0821,3847.06,M0V,LADUMA,LADUMA
374785,5057383678202352768,2015.5,52.9383,0.013248,-28.1673,0.023941,1.84332,0.0298487,61.7555,0.0161929,2.28223,0.0320305,-5.80808,0.0520292,571.0,1034.41,0.0,0.0,19.0,575.0,147295.0,17.5435,8396.02,12.7679,13.0462,12.3175,0.728714,0.278297,0.450417,0.0,0.0,224.146,-54.645,-45.4734,40.7416,100001.0,6131.27,5847.5,6351.33,0.0962,0.0082,0.3006,1.15082,1.26523,1.07246,1.68622,1.73171,1.64072,542.726,532.566,553.281,8.7959,0.0,F8V,LADUMA,LADUMA
525249,5057475246904889728,2015.5,53.2053,0.0169258,-28.1025,0.0281535,1.82426,0.0363653,50.165,0.0199342,11.1949,0.0458868,4.6826,0.0629476,525.0,457.985,0.0,0.0,18.0,566.0,12033.2,3.9454,3049.93,15.4874,16.0858,14.7645,1.32129,0.598384,0.722907,0.0,0.0,224.093,-54.4028,-45.4927,41.0889,100001.0,4955.49,4913.73,5028.0,0.0,0.0,0.0,0.541395,0.550635,0.525892,0.159246,0.166623,0.151869,548.514,535.925,561.709,10.9489,0.0,K2.5V,LADUMA,LADUMA
707398,5057476621294434944,2015.5,53.015,0.0269369,-28.1611,0.0483636,1.80166,0.0636294,28.3149,0.0353171,21.0704,0.0707374,5.23795,0.103899,583.0,647.305,0.071614,0.392437,18.0,604.0,4543.83,2.02483,2244.06,16.5448,17.4253,15.6164,1.80881,0.880445,0.928367,0.0,0.0,224.152,-54.5771,-45.4907,40.8353,100001.0,3928.0,3900.0,4036.48,0.6087,0.266,0.9028,0.671459,0.681135,0.635852,0.0966985,0.103978,0.0894188,556.147,533.886,580.345,19.7278,0.0,K9V,LADUMA,LADUMA
739523,5057436042443401856,2015.5,53.3791,0.0140439,-28.0333,0.0224585,1.79781,0.0273875,65.6434,0.0152338,-5.59137,0.0350309,-12.4403,0.0517941,521.0,499.72,0.0,0.0,18.0,535.0,18835.2,4.23371,4448.87,15.0009,15.5571,14.3128,1.24422,0.556124,0.688094,0.0,0.0,224.013,-54.2411,-45.4797,41.3281,100001.0,4995.33,4846.61,5086.25,0.2283,0.1264,0.352,0.673391,0.715353,0.649533,0.254383,0.264003,0.244762,556.438,546.629,566.606,8.48306,0.0,K2.5V,LADUMA,LADUMA
1035858,5057476037178870144,2015.5,53.2051,0.0150258,-28.0719,0.0250458,1.76261,0.0327687,53.7894,0.018591,11.1023,0.0393881,4.58281,0.0544886,589.0,1519.22,0.0763202,4.46276,18.0,581.0,579913.0,215.19,2694.89,11.28,11.5331,10.8892,0.643915,0.253165,0.39075,21.7733,0.467873,224.041,-54.3985,-45.4639,41.1036,100001.0,6550.21,6377.34,6824.57,0.0,0.0,0.0,2.08642,2.20107,1.92204,7.21969,7.42858,7.01081,567.652,555.484,580.365,10.5654,0.0,F5V,LADUMA,LADUMA
1073666,5057482737327847552,2015.5,53.2348,0.0198389,-28.0078,0.0314336,1.75822,0.0404754,43.4392,0.0230207,-5.82478,0.0493903,21.8762,0.0660893,585.0,598.623,0.0,0.0,18.0,633.0,8750.38,2.82914,3092.95,15.8333,16.442,15.1009,1.34105,0.608655,0.732391,0.0,0.0,223.938,-54.3634,-45.4125,41.1696,100001.0,4951.67,4865.0,4997.67,0.039,0.0023,0.3434,0.0,0.0,0.0,0.0,0.0,0.0,569.235,554.196,585.112,13.1279,0.0,K2.5V,LADUMA,LADUMA
1124967,5057435320888890752,2015.5,53.5065,0.018602,-28.0421,0.0312018,1.75234,0.0395708,44.2837,0.0225817,4.55145,0.0464048,-1.31556,0.0758719,509.0,544.495,0.0,0.0,18.0,544.0,10571.1,3.21995,3282.99,15.6281,16.3146,14.8344,1.4802,0.686559,0.793636,0.0,0.0,224.056,-54.1311,-45.526,41.4748,100001.0,4489.25,4377.5,4851.95,0.0,0.0,0.0,0.692114,0.727902,0.592506,0.175285,0.184331,0.166239,571.124,556.317,586.742,12.9193,0.0,K4.5V,LADUMA,LADUMA
1185399,5057433705981196928,2015.5,53.3307,0.0306774,-28.1193,0.0481365,1.74541,0.0619914,28.1557,0.0355167,21.1592,0.0825731,-8.80856,0.122144,531.0,555.887,0.0,0.0,17.0,565.0,3666.85,1.83325,2000.19,16.7776,17.6842,15.8268,1.85749,0.90661,0.95088,0.0,0.0,224.148,-54.2956,-45.5461,41.2292,100001.0,3994.07,3865.0,4556.63,0.3925,0.303,0.6985,0.588883,0.62887,0.452452,0.0795086,0.0855452,0.073472,574.073,550.97,599.199,20.4792,0.0,K8V,LADUMA,LADUMA
1439824,5057490055952136576,2015.5,52.9214,0.0147968,-28.0521,0.0267005,1.71694,0.032941,52.1215,0.0191859,7.57122,0.0383106,10.0847,0.0674536,668.0,581.918,0.0,0.0,19.0,708.0,13467.2,3.42917,3927.24,15.3652,15.9261,14.6649,1.26126,0.560964,0.700295,0.0,0.0,223.946,-54.6435,-45.36,40.7778,100001.0,5016.93,4768.61,5083.0,0.1765,0.016,0.3498,0.589738,0.652755,0.574505,0.198501,0.207468,0.189535,582.77,569.886,596.249,11.1947,0.0,K2V,LADUMA,LADUMA
1710229,5057474800228291840,2015.5,53.2218,0.0179235,-28.143,0.0297099,1.68776,0.0368221,45.8354,0.0218172,3.21215,0.049474,1.25223,0.0776134,525.0,539.584,0.0550587,0.440205,18.0,570.0,10047.3,3.21937,3120.89,15.6832,16.2999,14.9448,1.35506,0.61664,0.738421,0.0,0.0,224.165,-54.3941,-45.5358,41.0887,100001.0,4919.33,4750.67,5015.0,0.1475,0.0633,0.255,0.544914,0.584294,0.524323,0.156667,0.164589,0.148744,592.943,578.079,608.592,12.957,0.0,K2.5V,LADUMA,LADUMA
1716678,5057427486868560128,2015.5,53.2652,0.0126024,-28.2024,0.02023,1.68708,0.0251581,67.0588,0.0149123,9.58431,0.0329616,-2.90281,0.0477854,476.0,459.953,0.0,0.0,18.0,516.0,22680.2,4.85711,4669.48,14.7992,15.34,14.1146,1.22539,0.540755,0.684634,0.0,0.0,224.276,-54.3646,-45.6046,41.1113,100001.0,4881.0,4828.53,5116.0,0.422,0.3446,0.6008,0.835888,0.854153,0.760859,0.357294,0.370826,0.343763,592.947,582.711,603.549,8.84843,0.0,K3V,LADUMA,LADUMA
1847949,5057494350919379200,2015.5,52.7877,0.00916802,-27.9894,0.0165757,1.6733,0.0207082,80.8036,0.0123757,-3.57695,0.0240022,0.188366,0.0410553,703.0,917.033,0.0687877,2.54575,19.0,755.0,75270.4,10.5929,7105.72,13.4968,13.8019,13.0128,0.789067,0.3051,0.483967,0.0,0.0,223.809,-54.7514,-45.2608,40.6505,100001.0,5880.25,5783.0,6160.0,0.026,0.008,0.1678,0.989959,1.02353,0.902085,1.05563,1.09051,1.02076,597.766,589.178,606.607,7.40116,0.0,G1V,LADUMA,LADUMA
2033079,5057426284277718528,2015.5,53.2673,0.00908571,-28.2242,0.0148839,1.65426,0.0184832,89.5007,0.0111731,14.9538,0.023696,7.8882,0.0346209,529.0,766.388,0.0,0.0,18.0,544.0,116611.0,26.0865,4470.15,13.0215,13.3824,12.5051,0.87732,0.360895,0.516425,0.0,0.0,224.313,-54.3657,-45.6258,41.1032,100001.0,5520.49,5355.41,5775.0,0.0,0.0,0.0,1.43256,1.52224,1.30907,1.71723,1.76501,1.66945,604.618,596.765,612.68,6.75788,0.0,G7V,LADUMA,LADUMA
2201784,5057422917023403776,2015.5,53.2851,0.023918,-28.2729,0.0390509,1.63734,0.0489618,33.4411,0.0299033,17.5865,0.0658828,9.83841,0.0973193,475.0,510.386,0.0,0.0,18.0,505.0,6282.93,2.75495,2280.59,16.193,16.922,15.3666,1.5554,0.72901,0.826395,0.0,0.0,224.4,-54.357,-45.6769,41.1006,100002.0,4357.49,4106.12,4466.71,0.2905,0.2349,0.566,0.623781,0.702491,0.593648,0.126388,0.134719,0.118057,611.595,590.757,633.958,18.3445,0.0,K5.5V,LADUMA,LADUMA
2265466,5057330936003958784,2015.5,53.0873,0.0127368,-28.3328,0.0215666,1.63107,0.0270102,60.3872,0.0165598,17.9566,0.0303553,1.18383,0.0450183,524.0,472.254,0.0,0.0,19.0,556.0,21605.7,4.49276,4809.02,14.8519,15.3469,14.2178,1.12914,0.494955,0.634188,0.0,0.0,224.46,-54.5378,-45.6738,40.837,100001.0,4979.0,4925.0,5122.93,0.228,0.0659,0.39,0.801605,0.81928,0.757195,0.355782,0.370331,0.341233,613.354,601.617,625.558,10.1659,0.0,K2.5V,LADUMA,LADUMA
2313509,5057381754057011328,2015.5,52.8398,0.0260024,-28.2283,0.04235,1.62637,0.0551262,29.5026,0.0338953,13.1486,0.0625261,-3.22952,0.0927354,626.0,4805.01,0.260616,47.0928,19.0,658.0,205907.0,27.9194,7375.06,12.4042,12.8601,11.8004,1.05976,0.455962,0.603803,-11.6994,0.929994,224.23,-54.7394,-45.501,40.5956,100001.0,5135.56,5067.32,5200.0,1.941,1.6522,2.2101,2.29658,2.35885,2.24001,3.30529,3.45556,3.15501,615.962,592.268,641.63,20.9605,0.0,K1.5V,LADUMA,LADUMA
2531091,5057482256291513984,2015.5,53.1904,0.0379744,-28.036,0.0616968,1.60541,0.0800189,20.0629,0.0498433,4.29889,0.0991597,9.53949,0.136413,597.0,636.981,0.0,0.0,17.0,644.0,2608.35,1.39511,1869.63,17.1475,18.0769,16.2042,1.87269,0.92947,0.943216,0.0,0.0,223.977,-54.4063,-45.4258,41.1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.291,590.46,664.491,31.4357,4008.69,K8V,LADUMA,LADUMA
2840887,5057379280155840640,2015.5,53.0335,0.0299031,-28.2433,0.0500693,1.57648,0.0652898,24.1459,0.0414148,2.44744,0.0704699,5.42757,0.106859,557.0,745.793,0.175393,2.26091,18.0,588.0,4579.51,2.34134,1955.93,16.5363,17.538,15.541,1.99709,1.00173,0.99536,0.0,0.0,224.296,-54.5724,-45.5735,40.8172,100001.0,3709.0,3682.33,3888.78,1.789,1.4423,2.2821,0.93103,0.944564,0.846937,0.147792,0.160803,0.13478,635.995,606.325,668.72,26.4947,0.0,M1V,LADUMA,LADUMA
2914076,5057487994367810944,2015.5,53.3206,0.0126014,-27.8941,0.0206214,1.56984,0.0275367,57.0091,0.0175411,8.01776,0.0318905,-3.50038,0.0445032,633.0,712.091,0.0,0.0,19.0,659.0,173112.0,16.1552,10715.6,12.5925,13.0299,12.0155,1.01444,0.437398,0.577041,22.4674,2.08772,223.765,-54.2718,-45.3312,41.326,100001.0,5204.73,5074.75,5410.75,0.0,0.0,0.0,2.11152,2.22107,1.95379,2.94767,3.03305,2.86228,637.307,624.403,650.755,11.19,0.0,K1V,LADUMA,LADUMA
133436,5057498641590134784,2015.5,53.1029,0.0123538,-27.9001,0.0224906,1.55014,0.0265903,58.2972,0.0171535,-1.54294,0.0320746,-17.0588,0.049371,679.0,1200.15,0.140187,10.1238,18.0,712.0,69086.0,15.3868,4489.95,13.5899,13.9153,13.0992,0.816102,0.325418,0.490685,0.0,0.0,223.726,-54.463,-45.2717,41.0657,100001.0,5759.0,5640.31,5982.0,0.1257,0.0199,0.195,1.07099,1.11654,0.992627,1.13672,1.18513,1.08831,645.392,632.608,658.704,11.0811,0.0,G2V,LADUMA,LADUMA
145902,5057481088060409856,2015.5,53.238,0.0103155,-28.0907,0.0172015,1.54904,0.0215751,71.7975,0.0139281,-6.12836,0.0265373,-0.0310047,0.0398775,502.0,416.107,0.0,0.0,18.0,552.0,38029.9,6.33491,6003.22,14.2381,14.5932,13.7238,0.869389,0.355131,0.514257,0.0,0.0,224.08,-54.3725,-45.4915,41.1333,100001.0,5771.5,5651.0,6255.0,0.017,0.0056,0.0591,0.791418,0.82553,0.673797,0.626126,0.649278,0.602974,645.751,635.328,656.521,8.99935,0.0,G2V,LADUMA,LADUMA
